Protein	BirA_1	BirA_2	BirA_3	BirA_4	PSMC2_1	PSMC2_2	PSMC2_3	PSMC2_4	PSMA4_1	PSMA4_2	PSMA4_3	PSMA4_4
P49790	2389956.75	2301305.25	1991542.75	2688932.5	735060.5	1063956.375	547186.375	992594.75	596367.6875	757890.8125	807897.75	467219.0625
P49792	333536.875	446481.875	421245.6875	351698.875	539914.25	682412.9375	557166	600412	244418.7344	735887.125	717732.9375	345019.375
P49815	117649.0313	13981.83398	57260.28125	129891.5391	57901.86719	69567.10156	64877.28125	68538.60156	39349.54297	83360.8125	29824.88867	85999
P49821	51940.51953	65831.57813	39623.09375	37638	37919.67188	42010.27344	38873.74219	41777.70313	22472.01563	62013.0625	61307.72656	29810.75
P49840	81104.82813	111565.1328	115018.0547	88360.35156	173075.0469	136609.9063	140079.3906	119366.4141	55616.64453	107398.2813	103847.2422	84434.61719
P49841	427245.2188	511195.125	556825.1875	446671.5938	239692.2344	288167.5	241501.1094	274859.8438	269976.0625	190447.9688	189610.1875	244098.6406
P49848	87014.17188	166504.75	115366.25	69961.36719	45701.86719	57350.64844	68044.67188	78366.04688	143313.875	226705.3438	212189.0625	113025.0625
P49902	41678.28906	61778.32422	58266.95313	79060.17188	110645.5156	105068.9063	111961.4219	96961.0625	62198.14453	66034.26563	84650.51563	51892.18359
P49915	107767.4375	174426.2813	129888.4844	135432.1406	112976.125	118353.7031	136325.6875	154634.4688	85150.86719	108459.2656	102525.4766	142653.4375
P49916	207369.8125	188402.9688	235330.6563	197215.7813	127819.1797	81791.53125	119002.5703	127593.3125	206832.1406	164885.5469	142504.7031	181630.3281
P49917	21630.40625	24228.38086	35246.11719	21131.29688	21375.49414	28644.39063	14881.23145	25809.31641	26066.43359	36243.57422	43089.48438	35675.16797
P49959	335799	429006.375	369427.8125	362665.4063	628149.0625	688800.5625	644687.875	571171.5625	444100.75	512446.1875	602151.25	307278.75
P50213	37079.65625	55795.94141	41707.39453	43998.19922	23668.71875	18555.47266	23252.39648	29957.35547	35551.93359	12938.34375	19286.97656	34651.48438
P50225	18405.43359	63568.33984	55354.36328	62542.77734	72904.71094	75373.10938	39777.76172	72350.36719	127080.4609	30818.46094	35776.59375	19961.08984
P50336	315752.4688	513983.0625	248170.0156	228479.0781	259520.5	197512.3281	237305.5156	268071.3438	95983.10156	148877.6406	244834.8438	85059.14844
P50395	142408.5938	174620.7188	118674.6797	113527.8594	179991.5313	195319.0469	186554.6563	185538.4844	137798.9375	82121.21875	81948.78125	106384.4766
P50402	282688.9063	216440.1094	214866.1094	326721.5313	146846.9063	158078.5313	141182.3281	116579.7891	193834.0781	130843.5234	145201.4063	153227.9063
P50454	226887.5313	396880.5	241140.9688	253512.6875	282631.8125	276795.1875	302494.2813	306618.875	127336.0469	146865.3281	165249.2656	102860.6797
P50542	41218.27734	72676.89844	54118.74609	48665.05078	126107.7734	131853.9375	127376.9844	125076.5469	88464.29688	102472.4375	109544.1484	74620.875
P50552	11788.81152	8355.208008	12186.91602	10064	26208.6875	17327.64648	18640.99609	12055.32617	21904.97266	15684.36914	16473.39063	31731.30664
P50570	107638.2344	120992.8594	85782.92188	124198.4375	209872.1875	205967.4531	245409.5313	228597.0313	122903.875	63591.26563	106912.0234	123521.1563
P50579	42247.99609	74586.21094	88323.66406	32576.01563	80827.25781	72355.04688	110485.3047	78740.07031	69127.64844	74502.25781	80361.01563	54023.78906
P50583	61673.47656	87426.46875	59996.45313	50209.73047	77103.95313	92988.53125	84148.71094	83673.71875	29615.76758	70742.96875	87278.5	28898.85742
P50613	39063.0625	114668.9375	107705.3125	94707.5	94057.25	224597.1406	252756.9531	172061.0781	109626.375	219847.6406	224446.1563	63585.12109
P50747	167956.7813	200274.5469	179666.25	143758.3281	240883.7969	188130.8438	242118.2813	124590.2969	117968.3672	147264.5781	156999.0781	131344.5469
P50748	113114.2031	122084.9141	106309.3125	95883.50781	184840.6875	218894.3594	174335.75	148374	126293.5703	86654.89063	121327.4297	101033.9141
P50749	75938.34375	99478.85938	93101.27344	68025.3125	167919.25	133486.2188	133881.7031	87459.25	132454.0156	146153.0938	102507.0391	80474.39063
P50750	326712.5625	382486.7188	350082.8125	366895	209147.6563	206051.75	195720.3438	195674.5469	275630.4375	497938.6875	409391.5	276137.4688
P50851	109668.7578	164190.875	132100.5156	128563.9297	296758.4375	333265.9375	365160	337975	173826.5781	334582.5	344465.3125	215616.2656
P50914	1624291.5	1418412.25	1912101.375	1779008	644087.625	612291.75	657842.1875	657644.875	1061323.75	1288081.5	979506.75	646652.125
P50990	277802.375	311042.1563	255351.8125	222832.4063	1911484.125	2564852	2689885.5	1774923.75	721254.125	2277446	2064877	942905.4375
P50991	291124.1875	390129.75	287909.8125	340548.25	577636.75	616740.625	568651.8125	607147.5625	287947.1563	556491.5	313390.5625	234093.4688
P50995	68348.15625	79588.51563	63370.88281	66974.67969	31504.25586	36999.83203	29308.85742	29078.16992	71711.67188	32395.42188	31551.58203	64502.34375
P51003	122019.7656	186713.25	188811.8906	158504.9375	99363.67969	114355.5391	99011.88281	118676.4688	284818.9063	442736.0625	357908.1875	244877.7031
P51114	90343.90625	75898.41406	77307.53125	71450.75	70883.14844	112747.5313	67527.10938	70629.35156	40803.79297	38380.85156	52452.03906	41844.29297
P51116	111245.8359	96590.01563	94937.45313	122110.3438	103527.1563	71195.90625	76956.28125	81876.90625	55406.77344	61942.03125	51728.78906	36207.44922
P51148	251816.1406	303929.75	293458.0938	329138.9375	166103.4531	228188.7344	236756.2188	139875.7188	95045.38281	182798.9531	180633.2813	86185.95313
P51149	153763.0781	203265.0313	217041.9375	164901.9063	132867.2188	159375.2656	128526.1016	133607.0313	102984.6719	177311.7969	210226.6875	70023.60156
P51151	151092.75	219134.1406	141777.7344	122041.0781	157325.8281	137712.8594	154510.3906	161031.2813	26550.53711	100088.9688	120004.0391	88310.96094
P51153	561689.875	936072.5	696216	735142.875	635523.375	582333.8125	627491.5625	718458.1875	361766.875	423805.3125	376628.0625	337590.6875
P51157	305227.9063	366644.5625	367301.3438	294509.8125	234272.4219	299498.5	258236.1094	201439.625	81747.01563	128476.3125	184882.9531	111295.9219
P51398	89090.73438	91324.14844	91795.39844	64642.88281	97444.15625	55153.08594	78175.61719	75139.01563	54720.08594	60989.72266	65045.63281	51330.80469
P51508	14579.38281	24382.25977	16777.21484	16385.85352	14553.56641	20164.22266	9974.599609	30675.27344	32213.53906	15982.40039	9402.200195	19850.18555
P51530	84658.28125	56703.30859	37340.97656	73341.74219	78105.41406	92274.14844	80399.89063	110406.8359	130934.0781	86815.22656	78580.57813	86569.66406
P51531	120787.1094	147268.0469	135096.0938	151203.0625	88372.00781	75631.4375	85276.96875	77802.35938	147897.8438	213145.5938	211738.0625	183586.0313
P51532	139416.0625	191020.0469	157739.5156	166748.4375	64886.82422	99006.57813	76176.45313	89731.13281	148898.0938	242161.2813	229421.3125	190075.2813
P51553	95295.14844	147131.6875	200854.4531	73325.32813	79567.36719	96740.48438	83723.46875	117663.1875	84025.67188	72277.27344	120195.6797	48927.34766
P51570	138801.8438	157828.2969	117484.5703	108068.2031	91733.57031	100462.1406	86848.53125	84839.63281	80087.60938	58629.42188	56668.00391	78792.30469
P51571	168089.0938	206217.7656	252721.0938	158579.6563	190730.5	127782.4219	192115.1563	259763.875	126194.4063	102635.0234	146819.875	133261.9219
P51572	80840.28125	130762.7578	123272.2656	62331.75	156792.2656	167122.125	198317.3438	113886.5391	257980.9531	130653.5625	174885.2969	193406.6406
P51587	51646.99609	59588.24219	57683.01172	49793.64063	47600.5	75726.50781	55650.62891	51390.9375	88203.82031	115024.9922	108250.6641	62653.25781
P51608	515310.75	283476.8125	457912.5625	770235.875	72743.1875	60650.65625	49418.92188	71871.75	280844.0625	76849.71094	91153.84375	327378.9063
P51610	231734.3594	348323.1563	248912.3906	281463.5938	236409.8594	284909.5938	271297.3438	218594.5313	251836.1875	452557.4063	519416.8438	277824.7188
P51617	78088.4375	64384.38281	79434.21875	93064.375	215597.2344	113023.4766	194308.1875	130949.3516	130082.5625	81856.69531	86417.67188	88135.57031
P51648	84757.77344	85645.28125	94531.95313	106815.3125	200431.9063	224658.625	289483.4375	197521.0938	102399.3594	158323.5	167274.4063	102772.9609
P51659	94062.41406	145316.0313	156015.9375	118459.1406	70648.14063	112523.9531	86538.22656	120081.8984	65633.23438	88340.44531	101125.1172	53911.92578
P51665	41745.42578	44168.25	48001.82031	39561.07813	88866.03125	143466.7188	111902.9688	123009.5859	177863.1563	390424.375	326273.25	154333.6406
P51692	46061.14063	49078.39063	48814.26563	39137.13281	84039.45313	57004.03125	96075.74219	55375.32031	58609.57813	46266.52344	72838.11719	54166.19141
P51784	78968.23438	91384.35938	77843.64844	64767.53516	143643	129083.7969	125298.2813	157231.75	111773.2656	93532.95313	88742.78906	44934.74219
P51812	158407.0313	189407.8125	149662.0156	154718.4688	151569.375	110429.2031	170612.0625	184745.7188	127872.7031	95653.01563	136270.1875	96446.96875
P51858	168827.1406	210077.5938	244071.8438	212460.4688	94099.32813	91297.84375	90897.23438	95444.1875	177649.75	340059.1563	288189.125	354294.6563
P51946	1613.79126	2047.93811	499.035614	1829.36438	2621.605469	2506.871582	2762.372559	1995.478271	14426.11914	13096.62598	5780.749023	11597.33203
P51948	38204.78125	195617.3594	44256.32813	65854.13281	28361.64648	35416.0625	66747.07813	22277.21289	29951.51758	207786.7031	254984.2188	74483.1875
P51956	26083.47266	23625.04297	19077.64258	9342.770508	30191.76367	31772.2207	38289.10156	32704.19531	8595.020508	17962.21289	23716.79883	29630.33008
P51957	28125.55469	49507.15625	36351.49219	26986.54492	97537.28906	116679.1406	103455.7031	96486.89063	99085.67188	57649.84766	64147.48438	107903.8828
P51970	61680.46094	55508.92969	45498.34766	28575.60547	278648.7813	254969.5313	328415.5	220359.5625	131243.1563	98348.875	91649.89063	148830.8125
P51991	182980.0313	201828.7031	182802.8594	260067.9375	50791.55469	31693.96094	41590.27344	50986.74219	228716.6094	90651.75	113052.2734	260319.4063
P52209	117444.7031	122166.8125	116569.1563	94622.07031	142220.7969	143059.1563	143009.6875	76852.05469	97444.35156	72935.32813	154153.9063	62360.3125
P52272	591395.8125	802587.25	636601.3125	692205.8125	299618.875	314621.625	298424.3125	339573.0625	442774.1875	398109.375	384009.5938	414220.875
P52292	222559.7188	390547.9375	281545.0313	217639.6094	238721.6875	300254.2188	303612.4688	323307.2188	192154	218091.5313	230290.4375	318524.0938
P52294	65970.10938	53461.48438	74609.17969	67470.57031	40524.93359	106851.5625	64007.63281	83320.64063	78039.07031	75474.625	67648.11719	143439.0469
P52298	65253.39063	64624.55469	71875.10938	76400.9375	38779.32813	36161.17969	45292.30469	40694.70313	119094.2969	91244.46875	111781.7031	133726.6094
P52306	14526.88379	24419.25	29703.23047	31490.23828	147774.2656	167344.5938	155948.3438	139533	33632.625	78978.875	40389.21875	44877.0625
P52429	52718.81641	109721.9922	34994.37891	37689.21484	48759.59375	67163.67969	61088.08594	75518.14844	21904.30273	15316.53418	15192.2041	6483.126953
P52434	120306.6563	161758.0469	132103.1563	152692.9375	126419.5703	142492.625	134667.7344	146884.625	105466.5859	130823.2422	141737.875	89560.39844
P52564	169294.2031	207846.6563	136026.2031	131798.3594	141638.4531	80185.53125	102727.5625	130488.4141	99095.49219	120924.1953	115330.0313	127922.1875
P52565	193415.9844	234249.1406	182256.5156	179630.8125	152954.8594	196522.75	171734.0625	149359.2969	129582.2813	143859.3906	132743.9531	191759.6094
P52594	211948.75	265549.0938	248219.4688	209275.4375	239940.5313	233689.0781	275806.3125	157874.7188	139803.2344	171618.8125	179717.7344	199217.2656
P52597	552446.5	496868.3438	535207.4375	1083949.5	255550.6875	233250.5938	200356.1563	227800.9375	562230.25	446901.125	380357.6563	433762.4375
P52630	35912.61719	39413.05078	36111.54297	41124.83594	101385.9297	123534.9063	99666.625	111310.3828	39024.78516	70221.22656	59527.59375	51522.71875
P52701	292123.4688	299648.1563	363363.75	337079.0938	214747.9688	214195.8438	199274.0938	183837.0156	229376.7344	253883.6094	286672.9688	271076.25
P52732	209788.8906	184531.5469	165035.4219	187143.9844	736642.4375	838486.75	762683.3125	785552.8125	245294.125	360241.0938	331053.7813	286938.5625
P52735	29546.66406	36055.61719	32775.49219	29600.58594	39491.28906	45664.66797	44501.67188	36763.70313	70237.8125	39401.31641	64074.11328	54020.75
P52737	66568.80469	119412.625	116379.7031	130028.8125	48213.00781	77225.17969	69866.10938	120957.7188	58046.22266	113681.6875	92665.70313	113520.0469
P52739	23336.74414	31063.36133	29700.86914	25614.00391	27996.86914	29902.0625	41329.73438	26729.42773	69850.32813	102630.1016	101128.4766	61656.5
P52741	44484.00781	98830.5	67454.32031	73386.41406	49691.28125	33548.55078	49685.29297	92005.875	59902.14844	50089.51563	59280.66406	55839.24219
P52746	45703	64077.14063	69870.03906	77669.07031	21288.64844	31651.66016	23209.95703	46628.51563	24785.95313	31261.46875	34810.17578	24648.96875
P52747	294125.0625	544511.3125	364499.75	431687.0313	169817.4375	181040.3125	143109.4219	222627.8281	171919.3281	111249.7422	163091.7813	113447.9219
P52789	116462.5938	110788.2031	120350.875	104294.5234	109764.3125	99909.51563	93848.64844	88824.07031	342135.7813	55056.82031	107167.6563	100335.4297
P52815	107786.8359	244722.4063	119661.6719	192474.4688	75296.45313	65924.92969	83774.88281	74373.85938	73690.85938	78875.1875	104361.5938	75954.89063
P52824	4641.646484	4736.73291	2144.829102	1567.627319	9626.485352	12640.91113	15884.05469	17795.12109	35017.65234	2323.889648	2966.547363	6959.371582
P52907	1618815.75	452583.8125	783032.8125	1059959.25	636996.8125	398410.1875	359880.5625	398197.5	2052873.25	390042.6875	475279.625	1847574.75
P52926	486828.875	53473.90625	166756.8281	182463.3125	29074.99414	1463.158325	36896.66016	11789.24219	141640.9063	80974.22656	26050.51172	88346.67969
P52948	807006.4375	747081.0625	903457.875	891150.75	291987.5	458729.5	301691.125	342359.125	268288.2188	395817.3125	427766	324392.3125
P53004	275687.0625	203482.1875	244231.0938	199123.6875	248046.1094	348001.5	234813.0313	133278.5625	336479.1875	437959.6563	365810.875	253010.6719
P53007	130326.75	62752.25391	80915.28906	85261.17188	118224.8047	65184.50391	90585.0625	48388.3125	129904.9219	146341.9063	99432.96094	114375.4922
P53041	87369.73438	79779.28125	83766.34375	85243.92188	119180.6484	89464.61719	118633.2188	174176.0313	141421.5	69746.44531	73569.21875	96983.40625
P53350	339356.5625	345496.2813	316978.1875	351818.8125	288392.5625	263935.0313	335804.1563	266432.7188	280570.8438	227492.2656	202541.7656	318046.0625
P53365	34291.77734	15509.98047	51240.71875	36736.05859	283528.4688	251916.7813	308164.0625	265463.5625	40159.6875	19507.16406	38448.99219	53574.14453
P53367	63515.63672	81400.39063	91277.0625	63263.01563	152064.1875	167242.1719	166176.8438	168450.7813	137841.1875	85822.28125	91199.65625	102818.7656
P53384	357788.7188	718941.75	429625.4375	288549.75	347146.5	331937.9375	434846.1875	445012.9063	366310.25	252140.125	291473.6875	463821.375
P53396	467256.4063	685873.875	446055.25	419008.25	394884.3438	406657.0313	425613.25	410492.1875	329173.25	328822.875	481247	411805.5625
P53567	55526.57031	38535.97656	91049.35156	61610.36719	3288.187256	4849.248047	12556.11719	2210.020508	14870.76758	8868.701172	10041.11328	11088.41406
P53597	840014.25	1116779	826949.875	684746.75	391861	539042.9375	415239.25	592267.625	153274.7188	286875.9063	506050.0313	125067.0313
P53618	241781.1875	382127.9063	287472.7813	216561.3125	344476	353724.4063	386302.4375	402221.4063	173962.7344	155957.0938	271081.0938	218867.2813
P53621	139643.8438	171517.125	159040.8906	152358.9531	256217.8594	213460.1563	260603.9375	218977.5	127912.8906	118101.8125	143971.3438	120131.3203
P53671	61836.04297	67566.01563	70376.4375	47304.37109	55568.53125	49634.39063	69628.89844	58832.70313	23022.64063	36328.95313	30579.52734	15288.38086
P53675	375349.0625	140975.1406	183591.8125	212214.4375	76752.14063	293128.0313	235055.3281	256979.25	168167.5469	105675.9141	234520.3125	136586.1563
P53680	124582.8203	172483.25	170413.3438	151707.875	89631.53125	154989.25	78228.34375	110839.3906	8304.498047	60343.51172	65290.46094	52958.17969
P53804	34810.97656	33417.82813	33474.03125	30126.17578	84326.57031	93768.57813	80697.15625	75496.40625	55277.44531	46441.49219	36242.77734	44479.33594
P53814	120341.0938	150337.4688	109431.8984	107873.8828	51344.98047	71891.17969	86537.35156	177467.7656	46709.64063	79427.84375	87910.92188	52911.96094
P53985	954315.875	1029888.125	1046890.813	936773.875	1186439.75	1329881.25	1373017.125	1129233	297849.4375	815410.25	824983.25	581431.875
P53990	36231.21484	152459.1719	26315.21484	31475.53906	45453.21875	57809.65625	70187.1875	23658.16797	34614.26172	33175.27344	44231.66016	42609.23828
P53992	336495.8125	339344.0313	340527.8125	271461.5938	250965.3125	281507.3125	314662.5	258949.5	123539.7266	151260.8438	159293.625	185065.8594
P53999	430226.3125	523225.6563	607735.875	378594.25	301027.4063	298117.6875	349954.75	301980.8125	407935.7813	1243091.125	1288029.75	490934.5938
P54098	154046.4219	157916.6719	150359.4219	133014.9063	118775.9375	84685.39844	119265.1953	99484.85156	57011.87891	63595.80859	62092.21484	54872.40625
P54105	49063.45313	99130.91406	81858.10938	66785.97656	263479.5	184724.4063	296531	140647.0469	72473.21094	151145.7344	144159.5	115787.6563
P54132	101335.3906	150960.6406	166318.7813	135950.75	92464	107495.5391	97274.01563	74095.15625	180516.9063	217055.75	185772.2188	175189.7656
