Bait	PreyGene	#Rep	#Pep	AvgP	BFDR
CTNNA1	AKR1A1	3	2	0.0597	0.4824
KRT8	AKR1A1	3	2	0.4641	0.2205
MAPRE3	AKR1A1	3	2	0.1469	0.4153
ACTB	AKR1C2	3	8	0.5195	0.1911
CTNNA1	AKR1C2	3	8	0.5256	0.1882
KRT8	AKR1C2	3	8	0.4343	0.2357
LMNA	AKR1C2	3	8	0.6223	0.1445
MAPRE3	AKR1C2	3	8	0.2489	0.3472
ACTB	AKR1C3	3	11	0.8151	0.0718
CTNNA1	AKR1C3	3	11	0.5438	0.1796
KRT8	AKR1C3	3	11	0.8315	0.0668
LMNA	AKR1C3	3	11	0.6079	0.1512
MAPRE3	AKR1C3	3	11	0.3139	0.3079
ACTB	AKT1	3	2	0.0101	0.5199
KRT8	AKT1	3	2	0.3478	0.2810
ACTB	AKT1S1	3	2	0.4342	0.2358
CTNNA1	AKT1S1	3	2	0.0503	0.4895
KRT8	AKT1S1	3	2	0.6194	0.1457
LMNA	AKT1S1	3	2	0.0724	0.4726
MAPRE3	AKT1S1	3	2	0.0760	0.4700
ACTB	AKT2	3	7	0.3565	0.2765
CTNNA1	AKT2	3	7	0.0078	0.5220
KRT8	AKT2	3	7	0.6563	0.1292
LMNA	AKT2	3	7	0.3617	0.2743
MAPRE3	AKT2	3	7	0.0677	0.4759
ACTB	ALAS1	3	2	0.3333	0.2872
KRT8	ALAS1	3	2	0.6666	0.1246
ACTB	ALB	3	12	0.4214	0.2432
KRT8	ALB	3	12	0.2081	0.3725
LMNA	ALB	3	12	0.0520	0.4880
MAPRE3	ALB	3	12	0.0370	0.4993
ACTB	ALDH16A1	3	2	0.1102	0.4401
KRT8	ALDH16A1	3	2	0.6003	0.1548
ACTB	ALDH18A1	3	26	0.8344	0.0656
CTNNA1	ALDH18A1	3	26	0.4088	0.2502
KRT8	ALDH18A1	3	26	0.9782	0.0118
LMNA	ALDH18A1	3	26	0.9399	0.0342
MAPRE3	ALDH18A1	3	26	0.5162	0.1926
ACTB	ALDH1A1	3	1	0.3333	0.2872
ACTB	ALDH1A3	3	3	0.1378	0.4210
KRT8	ALDH1A3	3	3	0.4830	0.2111
ACTB	ALDH1B1	3	9	0.6812	0.1175
CTNNA1	ALDH1B1	3	9	0.5382	0.1825
KRT8	ALDH1B1	3	9	0.7855	0.0816
LMNA	ALDH1B1	3	9	0.5705	0.1679
MAPRE3	ALDH1B1	3	9	0.2863	0.3258
ACTB	ALDH2	3	4	0.1412	0.4191
KRT8	ALDH2	3	4	0.0815	0.4655
LMNA	ALDH2	3	4	0.2088	0.3720
ACTB	ALDH3A1	3	2	0.3783	0.2656
KRT8	ALDH3A1	3	2	0.4403	0.2329
LMNA	ALDH3A1	3	2	0.0232	0.5092
ACTB	ALDH3A2	3	6	0.9593	0.0265
CTNNA1	ALDH3A2	3	6	0.0072	0.5228
KRT8	ALDH3A2	3	6	0.9625	0.0246
LMNA	ALDH3A2	3	6	0.9658	0.0225
MAPRE3	ALDH3A2	3	6	0.3786	0.2654
ACTB	ALDH3B1	3	3	0.5150	0.1934
KRT8	ALDH3B1	3	3	0.3816	0.2638
LMNA	ALDH3B1	3	3	0.2345	0.3553
MAPRE3	ALDH3B1	3	3	0.1003	0.4500
ACTB	ALDH7A1	3	5	0.6982	0.1104
CTNNA1	ALDH7A1	3	5	0.2958	0.3200
KRT8	ALDH7A1	3	5	0.6118	0.1495
LMNA	ALDH7A1	3	5	0.4812	0.2119
MAPRE3	ALDH7A1	3	5	0.2987	0.3182
ACTB	ALDH9A1	3	1	0.2389	0.3530
LMNA	ALDH9A1	3	1	0.0468	0.4917
ACTB	ALDOA	3	6	0.8119	0.0726
CTNNA1	ALDOA	3	6	0.4617	0.2216
KRT8	ALDOA	3	6	0.7499	0.0924
LMNA	ALDOA	3	6	0.3317	0.2954
MAPRE3	ALDOA	3	6	0.3305	0.2963
ACTB	ALDOC	3	1	0.3260	0.2991
KRT8	ALDOC	3	1	0.6438	0.1350
ACTB	ALG1	3	7	0.1059	0.4449
KRT8	ALG1	3	7	0.9432	0.0331
LMNA	ALG1	3	7	0.5930	0.1580
MAPRE3	ALG1	3	7	0.1556	0.4093
ACTB	ALG13	3	1	0.4634	0.2208
KRT8	ALG13	3	1	0.6343	0.1391
LMNA	ALG13	3	1	0.0005	0.5315
ACTB	ALG2	3	1	0.0003	0.5322
KRT8	ALG2	3	1	0.0837	0.4635
ACTB	ALG3	3	1	0.1608	0.4053
KRT8	ALG3	3	1	0.4622	0.2214
LMNA	ALG3	3	1	0.0133	0.5170
MAPRE3	ALG3	3	1	0.0004	0.5318
LMNA	ALKBH2	3	1	1.0000	0.0000
MAPRE3	ALKBH2	3	1	0.3333	0.2872
ACTB	ALKBH3	3	2	0.2133	0.3688
KRT8	ALKBH3	3	2	0.3345	0.2865
LMNA	ALKBH3	3	2	0.1444	0.4170
MAPRE3	ALKBH3	3	2	0.0060	0.5239
ACTB	ALKBH5	3	1	0.2729	0.3332
CTNNA1	ALKBH5	3	1	0.2325	0.3564
LMNA	ALKBH5	3	1	0.9419	0.0335
MAPRE3	ALKBH5	3	1	0.1361	0.4221
ACTB	ALMS1	3	88	0.9137	0.0419
CTNNA1	ALMS1	3	88	0.1264	0.4285
KRT8	ALMS1	3	88	0.9764	0.0137
LMNA	ALMS1	3	88	0.0160	0.5151
MAPRE3	ALMS1	3	88	0.6353	0.1387
ACTB	ALOX12B	3	3	0.0803	0.4665
ACTB	ALPK2	3	6	0.3843	0.2621
KRT8	ALPK2	3	6	0.4352	0.2354
LMNA	ALX1	3	1	0.6666	0.1246
ACTB	ALYREF	3	6	0.4691	0.2178
CTNNA1	ALYREF	3	6	0.3128	0.3086
KRT8	ALYREF	3	6	0.4590	0.2230
LMNA	ALYREF	3	6	0.8688	0.0554
MAPRE3	ALYREF	3	6	0.6322	0.1399
CTNNA1	AMER1	3	6	0.1521	0.4117
KRT8	AMER1	3	6	0.9640	0.0236
MAPRE3	AMER1	3	6	0.0853	0.4620
ACTB	AMOT	3	4	0.4171	0.2457
KRT8	AMOT	3	4	0.7192	0.1026
ACTB	AMOTL1	3	16	0.9745	0.0155
CTNNA1	AMOTL1	3	16	0.2259	0.3602
KRT8	AMOTL1	3	16	0.9899	0.0027
MAPRE3	AMOTL1	3	16	0.1507	0.4126
ACTB	AMOTL2	3	3	0.1111	0.4387
KRT8	AMOTL2	3	3	0.6667	0.1232
ACTB	AMPD2	3	11	0.9283	0.0378
CTNNA1	AMPD2	3	11	0.2709	0.3345
KRT8	AMPD2	3	11	0.9446	0.0327
LMNA	AMPD2	3	11	0.1470	0.4152
MAPRE3	AMPD2	3	11	0.4738	0.2159
KRT8	AMZ2	3	1	0.1336	0.4235
ACTB	ANAPC1	3	48	0.9709	0.0188
CTNNA1	ANAPC1	3	48	0.4297	0.2380
KRT8	ANAPC1	3	48	0.9804	0.0100
LMNA	ANAPC1	3	48	0.9554	0.0283
MAPRE3	ANAPC1	3	48	0.8938	0.0479
ACTB	ANAPC16	3	2	0.1463	0.4156
KRT8	ANAPC16	3	2	0.4638	0.2206
LMNA	ANAPC16	3	2	0.1089	0.4413
MAPRE3	ANAPC16	3	2	0.3107	0.3100
KRT8	ANAPC2	3	2	0.0327	0.5023
KRT8	ANAPC4	3	3	0.0728	0.4724
ACTB	ANAPC5	3	19	0.8967	0.0470
CTNNA1	ANAPC5	3	19	0.0829	0.4643
KRT8	ANAPC5	3	19	0.9739	0.0161
LMNA	ANAPC5	3	19	0.4914	0.2062
MAPRE3	ANAPC5	3	19	0.5304	0.1861
ACTB	ANAPC7	3	10	0.1434	0.4175
KRT8	ANAPC7	3	10	0.7761	0.0842
LMNA	ANAPC7	3	10	0.1146	0.4367
MAPRE3	ANAPC7	3	10	0.4247	0.2413
KRT8	ANGEL1	3	1	0.1364	0.4219
LMNA	ANGEL2	3	3	0.3483	0.2807
ACTB	ANK3	3	3	0.1021	0.4487
CTNNA1	ANK3	3	3	0.1519	0.4119
ACTB	ANKFY1	3	12	0.4093	0.2500
CTNNA1	ANKFY1	3	12	0.0092	0.5207
KRT8	ANKFY1	3	12	0.7846	0.0819
LMNA	ANKFY1	3	12	0.0824	0.4649
MAPRE3	ANKFY1	3	12	0.0443	0.4937
ACTB	ANKHD1	3	44	0.9562	0.0280
CTNNA1	ANKHD1	3	44	0.5985	0.1558
KRT8	ANKHD1	3	44	0.9706	0.0190
LMNA	ANKHD1	3	44	0.5977	0.1559
MAPRE3	ANKHD1	3	44	0.9401	0.0341
ACTB	ANKLE2	3	22	0.9542	0.0289
CTNNA1	ANKLE2	3	22	0.0510	0.4890
KRT8	ANKLE2	3	22	0.9583	0.0270
LMNA	ANKLE2	3	22	0.5912	0.1591
MAPRE3	ANKLE2	3	22	0.5307	0.1860
ACTB	ANKRD11	3	26	0.0732	0.4720
KRT8	ANKRD11	3	26	0.0883	0.4594
LMNA	ANKRD11	3	26	0.9215	0.0396
MAPRE3	ANKRD11	3	26	0.0691	0.4750
LMNA	ANKRD12	3	4	0.3277	0.2982
KRT8	ANKRD13B	3	1	0.3328	0.2945
ACTB	ANKRD17	3	30	0.9361	0.0354
CTNNA1	ANKRD17	3	30	0.4161	0.2462
KRT8	ANKRD17	3	30	0.9667	0.0219
LMNA	ANKRD17	3	30	0.5248	0.1887
MAPRE3	ANKRD17	3	30	0.7476	0.0931
ACTB	ANKRD20A12P	3	2	0.0456	0.4925
KRT8	ANKRD20A12P	3	2	0.1743	0.3942
LMNA	ANKRD20A12P	3	2	0.2704	0.3347
ACTB	ANKRD26	3	18	0.9188	0.0403
CTNNA1	ANKRD26	3	18	0.5691	0.1685
KRT8	ANKRD26	3	18	0.9681	0.0208
LMNA	ANKRD26	3	18	0.0202	0.5117
MAPRE3	ANKRD26	3	18	0.2690	0.3354
ACTB	ANKRD27	3	6	0.5123	0.1949
KRT8	ANKRD27	3	6	0.7867	0.0812
LMNA	ANKRD27	3	6	0.1887	0.3856
MAPRE3	ANKRD27	3	6	0.0878	0.4600
ACTB	ANKRD28	3	22	0.9547	0.0286
CTNNA1	ANKRD28	3	22	0.3100	0.3105
KRT8	ANKRD28	3	22	0.9718	0.0181
LMNA	ANKRD28	3	22	0.4749	0.2154
MAPRE3	ANKRD28	3	22	0.5333	0.1849
ACTB	ANKRD40	3	3	0.3192	0.3038
LMNA	ANKRD40	3	3	0.1467	0.4154
MAPRE3	ANKRD40	3	3	0.0238	0.5088
ACTB	ANKRD44	3	1	0.3167	0.3055
KRT8	ANKRD44	3	1	0.5379	0.1829
ACTB	ANKRD50	3	24	0.9458	0.0323
CTNNA1	ANKRD50	3	24	0.0770	0.4692
KRT8	ANKRD50	3	24	0.9635	0.0240
LMNA	ANKRD50	3	24	0.0372	0.4992
MAPRE3	ANKRD50	3	24	0.8748	0.0538
ACTB	ANKRD52	3	17	0.5607	0.1723
CTNNA1	ANKRD52	3	17	0.1639	0.4029
KRT8	ANKRD52	3	17	0.9388	0.0345
LMNA	ANKRD52	3	17	0.0654	0.4779
MAPRE3	ANKRD52	3	17	0.3091	0.3111
ACTB	ANKS1A	3	16	0.8180	0.0711
CTNNA1	ANKS1A	3	16	0.1213	0.4322
KRT8	ANKS1A	3	16	0.8671	0.0559
LMNA	ANKS1A	3	16	0.0755	0.4703
MAPRE3	ANKS1A	3	16	0.0792	0.4674
KRT8	ANKS3	3	1	0.3333	0.2872
ACTB	ANKS6	3	3	0.0901	0.4577
KRT8	ANKS6	3	3	0.3063	0.3133
LMNA	ANKS6	3	3	0.1023	0.4483
MAPRE3	ANKS6	3	3	0.0077	0.5221
ACTB	ANKZF1	3	2	0.1083	0.4420
KRT8	ANKZF1	3	2	0.1897	0.3848
LMNA	ANKZF1	3	2	0.0209	0.5112
MAPRE3	ANKZF1	3	2	0.0026	0.5275
ACTB	ANLN	3	24	0.9571	0.0276
CTNNA1	ANLN	3	24	0.1776	0.3925
KRT8	ANLN	3	24	0.7930	0.0791
LMNA	ANLN	3	24	0.9653	0.0229
MAPRE3	ANLN	3	24	0.8601	0.0580
ACTB	ANO10	3	2	0.0026	0.5275
KRT8	ANO10	3	2	0.0034	0.5265
LMNA	ANO10	3	2	0.0762	0.4699
ACTB	ANO6	3	7	0.2818	0.3284
KRT8	ANO6	3	7	0.0731	0.4721
LMNA	ANO6	3	7	0.2893	0.3240
MAPRE3	ANO6	3	7	0.0195	0.5123
ACTB	ANP32B	3	3	0.1884	0.3859
CTNNA1	ANP32B	3	3	0.0985	0.4514
KRT8	ANP32B	3	3	0.3203	0.3029
LMNA	ANP32B	3	3	0.2586	0.3413
MAPRE3	ANP32B	3	3	0.0865	0.4611
ACTB	ANTXR1	3	5	0.1248	0.4297
CTNNA1	ANTXR1	3	5	0.0179	0.5137
KRT8	ANTXR1	3	5	0.6854	0.1160
LMNA	ANTXR1	3	5	0.4876	0.2082
MAPRE3	ANTXR1	3	5	0.0845	0.4629
ACTB	ANXA1	3	18	0.9613	0.0253
CTNNA1	ANXA1	3	18	0.7949	0.0787
KRT8	ANXA1	3	18	0.9617	0.0250
LMNA	ANXA1	3	18	0.9310	0.0369
MAPRE3	ANXA1	3	18	0.8995	0.0464
ACTB	ANXA10	3	8	0.3549	0.2771
CTNNA1	ANXA10	3	8	0.3481	0.2808
KRT8	ANXA10	3	8	0.4336	0.2361
LMNA	ANXA10	3	8	0.5014	0.1998
MAPRE3	ANXA10	3	8	0.1022	0.4485
ACTB	ANXA11	3	3	0.1840	0.3887
CTNNA1	ANXA11	3	3	0.0838	0.4633
KRT8	ANXA11	3	3	0.2066	0.3737
LMNA	ANXA11	3	3	0.0261	0.5073
MAPRE3	ANXA11	3	3	0.0063	0.5236
ACTB	ANXA2	3	28	0.9488	0.0311
CTNNA1	ANXA2	3	28	0.6377	0.1376
KRT8	ANXA2	3	28	0.9491	0.0310
LMNA	ANXA2	3	28	0.6355	0.1386
MAPRE3	ANXA2	3	28	0.7425	0.0954
ACTB	ANXA3	3	8	0.5765	0.1659
CTNNA1	ANXA3	3	8	0.4004	0.2540
KRT8	ANXA3	3	8	0.7393	0.0964
LMNA	ANXA3	3	8	0.5435	0.1798
MAPRE3	ANXA3	3	8	0.2429	0.3508
ACTB	ANXA4	3	1	0.3333	0.2872
KRT8	ANXA4	3	1	0.3333	0.2872
LMNA	ANXA4	3	1	0.6667	0.1232
MAPRE3	ANXA4	3	1	0.3333	0.2872
ACTB	ANXA5	3	8	0.8083	0.0742
CTNNA1	ANXA5	3	8	0.3510	0.2793
KRT8	ANXA5	3	8	0.5540	0.1754
LMNA	ANXA5	3	8	0.5911	0.1592
MAPRE3	ANXA5	3	8	0.3823	0.2634
ACTB	ANXA6	3	18	0.8748	0.0538
CTNNA1	ANXA6	3	18	0.3858	0.2611
KRT8	ANXA6	3	18	0.9208	0.0398
LMNA	ANXA6	3	18	0.5413	0.1806
MAPRE3	ANXA6	3	18	0.4282	0.2389
ACTB	ANXA7	3	2	0.1767	0.3928
LMNA	ANXA7	3	2	0.0488	0.4904
MAPRE3	ANXA7	3	2	0.0512	0.4887
ACTB	ANXA8;ANXA8L1	3	4	0.3129	0.3085
CTNNA1	ANXA8;ANXA8L1	3	4	0.3050	0.3140
KRT8	ANXA8;ANXA8L1	3	4	0.2149	0.3675
LMNA	ANXA8;ANXA8L1	3	4	0.0946	0.4541
ACTB	AP1B1	3	3	0.0894	0.4583
CTNNA1	AP1B1	3	3	0.0004	0.5318
KRT8	AP1B1	3	3	0.4917	0.2060
MAPRE3	AP1B1	3	3	0.0105	0.5194
ACTB	AP1G1	3	4	0.4381	0.2341
CTNNA1	AP1G1	3	4	0.1041	0.4465
KRT8	AP1G1	3	4	0.5309	0.1859
LMNA	AP1G1	3	4	0.3232	0.3009
MAPRE3	AP1G1	3	4	0.2313	0.3571
ACTB	AP1M1	3	7	0.3070	0.3127
CTNNA1	AP1M1	3	7	0.0293	0.5048
KRT8	AP1M1	3	7	0.8323	0.0665
LMNA	AP1M1	3	7	0.5586	0.1732
MAPRE3	AP1M1	3	7	0.1846	0.3883
KRT8	AP1S1	3	2	0.2206	0.3636
LMNA	AP1S1	3	2	0.1562	0.4088
ACTB	AP2A1	3	19	0.9685	0.0205
CTNNA1	AP2A1	3	19	0.2828	0.3279
KRT8	AP2A1	3	19	0.9775	0.0127
LMNA	AP2A1	3	19	0.7981	0.0775
MAPRE3	AP2A1	3	19	0.7819	0.0829
ACTB	AP2A2	3	5	0.1805	0.3908
KRT8	AP2A2	3	5	0.3426	0.2834
MAPRE3	AP2A2	3	5	0.1102	0.4401
ACTB	AP2B1	3	18	0.9580	0.0272
CTNNA1	AP2B1	3	18	0.4497	0.2277
KRT8	AP2B1	3	18	0.9722	0.0177
LMNA	AP2B1	3	18	0.4413	0.2321
MAPRE3	AP2B1	3	18	0.7050	0.1078
KRT8	AP2M1	3	1	0.3333	0.2872
ACTB	AP2S1	3	5	0.5136	0.1941
KRT8	AP2S1	3	5	0.7359	0.0975
LMNA	AP2S1	3	5	0.2626	0.3390
MAPRE3	AP2S1	3	5	0.1889	0.3855
ACTB	AP3B1	3	37	0.9679	0.0209
CTNNA1	AP3B1	3	37	0.6351	0.1388
KRT8	AP3B1	3	37	0.9546	0.0287
LMNA	AP3B1	3	37	0.4748	0.2154
MAPRE3	AP3B1	3	37	0.9233	0.0392
ACTB	AP3D1	3	25	0.9656	0.0227
CTNNA1	AP3D1	3	25	0.4964	0.2033
KRT8	AP3D1	3	25	0.9742	0.0157
LMNA	AP3D1	3	25	0.9559	0.0281
MAPRE3	AP3D1	3	25	0.9244	0.0389
ACTB	AP3M1	3	12	0.8109	0.0731
CTNNA1	AP3M1	3	12	0.1688	0.3984
KRT8	AP3M1	3	12	0.9745	0.0155
LMNA	AP3M1	3	12	0.8645	0.0567
MAPRE3	AP3M1	3	12	0.7410	0.0958
ACTB	AP3S1	3	2	0.5829	0.1628
KRT8	AP3S1	3	2	0.6285	0.1417
LMNA	AP3S1	3	2	0.1904	0.3843
MAPRE3	AP3S1	3	2	0.2598	0.3405
ACTB	AP4B1	3	8	0.1679	0.3989
KRT8	AP4B1	3	8	0.7925	0.0792
LMNA	AP4B1	3	8	0.0786	0.4677
MAPRE3	AP4B1	3	8	0.0587	0.4831
ACTB	AP4E1	3	26	0.9650	0.0231
CTNNA1	AP4E1	3	26	0.4887	0.2078
KRT8	AP4E1	3	26	0.9733	0.0166
LMNA	AP4E1	3	26	0.3857	0.2612
MAPRE3	AP4E1	3	26	0.8961	0.0472
ACTB	AP4M1	3	6	0.8774	0.0530
CTNNA1	AP4M1	3	6	0.0572	0.4843
KRT8	AP4M1	3	6	0.9516	0.0301
LMNA	AP4M1	3	6	0.2811	0.3287
MAPRE3	AP4M1	3	6	0.3672	0.2714
ACTB	AP5B1	3	4	0.2999	0.3173
KRT8	AP5B1	3	4	0.6082	0.1511
MAPRE3	AP5B1	3	4	0.0690	0.4751
KRT8	AP5Z1	3	2	0.0578	0.4839
ACTB	APBB1	3	15	0.9187	0.0404
CTNNA1	APBB1	3	15	0.3825	0.2632
KRT8	APBB1	3	15	0.9562	0.0280
LMNA	APBB1	3	15	0.9411	0.0338
MAPRE3	APBB1	3	15	0.6301	0.1408
ACTB	APBB2	3	12	0.7630	0.0886
CTNNA1	APBB2	3	12	0.0704	0.4741
KRT8	APBB2	3	12	0.8799	0.0522
LMNA	APBB2	3	12	0.2055	0.3746
MAPRE3	APBB2	3	12	0.2632	0.3386
ACTB	APC	3	69	0.9136	0.0419
CTNNA1	APC	3	69	0.9770	0.0131
KRT8	APC	3	69	0.9805	0.0099
LMNA	APC	3	69	0.0634	0.4793
MAPRE3	APC	3	69	0.9653	0.0229
ACTB	APEH	3	10	0.9329	0.0363
CTNNA1	APEH	3	10	0.0204	0.5115
KRT8	APEH	3	10	0.9351	0.0357
LMNA	APEH	3	10	0.5087	0.1962
MAPRE3	APEH	3	10	0.2257	0.3604
ACTB	APEX2	3	2	0.3088	0.3114
KRT8	APEX2	3	2	0.4849	0.2100
LMNA	APEX2	3	2	0.6178	0.1464
MAPRE3	APEX2	3	2	0.4560	0.2247
ACTB	API5	3	10	0.6322	0.1399
CTNNA1	API5	3	10	0.3454	0.2821
KRT8	API5	3	10	0.4168	0.2460
LMNA	API5	3	10	0.9644	0.0234
MAPRE3	API5	3	10	0.4120	0.2485
KRT8	APOBEC4	3	2	0.2651	0.3377
LMNA	APOBEC4	3	2	0.1819	0.3897
MAPRE3	APOBEC4	3	2	0.0514	0.4885
ACTB	APOOL	3	2	0.0598	0.4823
KRT8	APOOL	3	2	0.3995	0.2544
LMNA	APOOL	3	2	0.0808	0.4660
LMNA	APP	3	2	0.8306	0.0671
ACTB	APPL1	3	8	0.6525	0.1307
KRT8	APPL1	3	8	0.9739	0.0161
LMNA	APPL1	3	8	0.2059	0.3742
ACTB	APPL2	3	10	0.5029	0.1992
CTNNA1	APPL2	3	10	0.0043	0.5257
KRT8	APPL2	3	10	0.8061	0.0747
LMNA	APPL2	3	10	0.0082	0.5216
ACTB	AQR	3	26	0.6005	0.1546
CTNNA1	AQR	3	26	0.0468	0.4917
KRT8	AQR	3	26	0.6850	0.1162
LMNA	AQR	3	26	0.8945	0.0476
MAPRE3	AQR	3	26	0.2921	0.3222
ACTB	AR	3	5	0.2104	0.3709
KRT8	AR	3	5	0.1720	0.3958
LMNA	AR	3	5	0.6267	0.1428
MAPRE3	AR	3	5	0.0467	0.4918
ACTB	ARAF	3	7	0.9625	0.0246
CTNNA1	ARAF	3	7	0.4850	0.2099
KRT8	ARAF	3	7	0.9718	0.0181
LMNA	ARAF	3	7	0.5511	0.1765
MAPRE3	ARAF	3	7	0.8677	0.0557
ACTB	ARAP1	3	31	0.9549	0.0285
CTNNA1	ARAP1	3	31	0.1179	0.4343
KRT8	ARAP1	3	31	0.9608	0.0256
LMNA	ARAP1	3	31	0.4509	0.2274
MAPRE3	ARAP1	3	31	0.4484	0.2284
ACTB	ARAP2	3	8	0.5611	0.1720
KRT8	ARAP2	3	8	0.1309	0.4255
MAPRE3	ARAP2	3	8	0.1521	0.4117
ACTB	ARAP3	3	31	0.9657	0.0226
CTNNA1	ARAP3	3	31	0.3171	0.3051
KRT8	ARAP3	3	31	0.9781	0.0119
LMNA	ARAP3	3	31	0.3374	0.2855
MAPRE3	ARAP3	3	31	0.8735	0.0542
ACTB	ARB2A	3	4	0.2138	0.3682
LMNA	ARB2A	3	4	0.3496	0.2802
ACTB	ARCN1	3	13	0.9071	0.0438
CTNNA1	ARCN1	3	13	0.3419	0.2835
KRT8	ARCN1	3	13	0.9613	0.0253
LMNA	ARCN1	3	13	0.7475	0.0932
MAPRE3	ARCN1	3	13	0.7994	0.0770
ACTB	ARF1;ARF3	3	4	0.9305	0.0371
CTNNA1	ARF1;ARF3	3	4	0.5493	0.1770
KRT8	ARF1;ARF3	3	4	0.9425	0.0333
LMNA	ARF1;ARF3	3	4	0.8829	0.0514
MAPRE3	ARF1;ARF3	3	4	0.6840	0.1166
ACTB	ARF4	3	10	0.9333	0.0362
CTNNA1	ARF4	3	10	0.6722	0.1209
KRT8	ARF4	3	10	0.9728	0.0172
LMNA	ARF4	3	10	0.9335	0.0361
MAPRE3	ARF4	3	10	0.8314	0.0668
ACTB	ARF5	3	3	0.4775	0.2137
CTNNA1	ARF5	3	3	0.1808	0.3904
KRT8	ARF5	3	3	0.6880	0.1149
LMNA	ARF5	3	3	0.4953	0.2040
MAPRE3	ARF5	3	3	0.3531	0.2781
ACTB	ARF6	3	2	0.8646	0.0567
CTNNA1	ARF6	3	2	0.2362	0.3544
KRT8	ARF6	3	2	0.9347	0.0357
LMNA	ARF6	3	2	0.6982	0.1104
MAPRE3	ARF6	3	2	0.3892	0.2593
ACTB	ARFGAP1	3	13	0.9468	0.0319
CTNNA1	ARFGAP1	3	13	0.3965	0.2558
KRT8	ARFGAP1	3	13	0.9618	0.0250
LMNA	ARFGAP1	3	13	0.8410	0.0637
MAPRE3	ARFGAP1	3	13	0.8215	0.0699
ACTB	ARFGAP2	3	13	0.8952	0.0474
CTNNA1	ARFGAP2	3	13	0.2439	0.3504
KRT8	ARFGAP2	3	13	0.9359	0.0354
LMNA	ARFGAP2	3	13	0.2780	0.3301
MAPRE3	ARFGAP2	3	13	0.6995	0.1098
ACTB	ARFGAP3	3	9	0.9252	0.0387
CTNNA1	ARFGAP3	3	9	0.2241	0.3613
KRT8	ARFGAP3	3	9	0.9578	0.0273
LMNA	ARFGAP3	3	9	0.4446	0.2304
MAPRE3	ARFGAP3	3	9	0.6979	0.1105
ACTB	ARFGEF1	3	17	0.6830	0.1170
KRT8	ARFGEF1	3	17	0.8459	0.0624
LMNA	ARFGEF1	3	17	0.0386	0.4982
MAPRE3	ARFGEF1	3	17	0.0948	0.4539
ACTB	ARFGEF2	3	26	0.8594	0.0582
CTNNA1	ARFGEF2	3	26	0.0194	0.5124
KRT8	ARFGEF2	3	26	0.9035	0.0450
LMNA	ARFGEF2	3	26	0.0963	0.4528
MAPRE3	ARFGEF2	3	26	0.3077	0.3122
ACTB	ARFIP1	3	8	0.9652	0.0230
KRT8	ARFIP1	3	8	0.8097	0.0737
LMNA	ARFIP1	3	8	0.1544	0.4103
MAPRE3	ARFIP1	3	8	0.3414	0.2837
ACTB	ARFIP2	3	7	0.5880	0.1607
CTNNA1	ARFIP2	3	7	0.0661	0.4773
KRT8	ARFIP2	3	7	0.8234	0.0692
LMNA	ARFIP2	3	7	0.3800	0.2646
MAPRE3	ARFIP2	3	7	0.3928	0.2575
ACTB	ARG1	3	9	0.6489	0.1324
CTNNA1	ARG1	3	9	0.1474	0.4149
LMNA	ARG1	3	9	0.6065	0.1519
MAPRE3	ARG1	3	9	0.2137	0.3684
ACTB	ARHGAP1	3	15	0.9709	0.0188
CTNNA1	ARHGAP1	3	15	0.1515	0.4122
KRT8	ARHGAP1	3	15	0.8466	0.0622
LMNA	ARHGAP1	3	15	0.3846	0.2620
MAPRE3	ARHGAP1	3	15	0.6088	0.1509
ACTB	ARHGAP11A	3	16	0.8186	0.0708
KRT8	ARHGAP11A	3	16	0.0896	0.4581
LMNA	ARHGAP11A	3	16	0.9615	0.0252
MAPRE3	ARHGAP11A	3	16	0.2441	0.3502
ACTB	ARHGAP12	3	13	0.9534	0.0293
KRT8	ARHGAP12	3	13	0.4522	0.2267
MAPRE3	ARHGAP12	3	13	0.0838	0.4633
ACTB	ARHGAP17	3	19	0.9634	0.0241
CTNNA1	ARHGAP17	3	19	0.3509	0.2794
KRT8	ARHGAP17	3	19	0.9497	0.0308
LMNA	ARHGAP17	3	19	0.2666	0.3366
MAPRE3	ARHGAP17	3	19	0.8313	0.0669
ACTB	ARHGAP18	3	9	0.9066	0.0441
KRT8	ARHGAP18	3	9	0.9662	0.0223
LMNA	ARHGAP18	3	9	0.1724	0.3955
MAPRE3	ARHGAP18	3	9	0.1128	0.4377
LMNA	ARHGAP19	3	2	0.3325	0.2949
ACTB	ARHGAP21	3	37	0.9778	0.0123
CTNNA1	ARHGAP21	3	37	0.9809	0.0095
KRT8	ARHGAP21	3	37	0.9662	0.0223
LMNA	ARHGAP21	3	37	0.0419	0.4956
MAPRE3	ARHGAP21	3	37	0.5514	0.1764
ACTB	ARHGAP23	3	5	0.0257	0.5075
CTNNA1	ARHGAP23	3	5	0.1099	0.4403
KRT8	ARHGAP23	3	5	0.3793	0.2650
LMNA	ARHGAP23	3	5	0.0934	0.4552
MAPRE3	ARHGAP23	3	5	0.1646	0.4025
ACTB	ARHGAP29	3	30	0.9642	0.0235
CTNNA1	ARHGAP29	3	30	0.5107	0.1955
KRT8	ARHGAP29	3	30	0.9720	0.0179
LMNA	ARHGAP29	3	30	0.1039	0.4467
MAPRE3	ARHGAP29	3	30	0.8804	0.0520
