Protein	EGFP_1	EGFP_2	EGFP_3	EGFR_1	EGFR_2	EGFR_3	HEK293_1	HEK293_2	HEK293_3	PDHA1_1	PDHA1_2	PDHA1_3	RAB11A_1	RAB11A_2	RAB11A_3
STX7	0	0	0	36870.17	104653.66	70596.25	0	0	0	0	0	0	677088.06	645165.06	671427.7
TNRC18	26776.686	34917.195	89612.87	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	0	0	0	0	0	28272.328	14123.388	0	58719.203	0	0	0	102600.125	11502.887	10396.188
YKT6	0	0	0	136238.42	85626.06	109506.9	0	0	0	0	0	0	214695.67	288967.06	215706.9
NUP42	58571.36	61838.625	65306.086	26611.678	42454.832	33713.684	0	0	0	0	0	0	40562.93	83747.086	124397.164
PDPK1	19588.615	28130.605	20690.379	16802.605	35836.18	64192.46	0	0	0	0	0	0	20249.13	12947.547	0
TAPBP	0	0	0	0	0	0	0	0	0	0	0	0	0	25564.408	0
RNF113A	71283.984	92194.95	81190.13	0	0	0	0	0	0	0	0	0	0	0	0
KDM6A	77636.56	101135.89	117246.67	0	0	0	0	0	0	0	0	0	4735.737	12408.077	38475.42
DHX15	1770424.6	1771984.6	1435594.5	1087821.4	1209629.1	1135737.4	1721886.2	1190096.2	929862.25	494258.16	853879.3	665505.5	2202965.8	1871278.6	1595745.8
RNMT	0	110085.48	0	74161.195	109750.87	64878.22	31324.07	18184.95	26183.553	13267.357	30753.191	92653.34	137522.2	108288.234	123665.2
ZZEF1	378853.72	330284.06	286448.7	70595.21	84844.54	154106.44	0	0	0	0	0	0	32434.941	29198	27986.434
TET3	29838.766	13094.397	4734.6533	0	0	0	0	0	0	0	0	0	0	0	0
TTI1	11395.117	0	0	4258.392	0	110505.305	0	0	0	0	0	0	21582.93	0	0
PLXNB1	0	0	0	117116.17	168845.81	177098.53	0	0	0	0	0	0	53865.863	7122.7607	0
RRP8	28374.781	78465.54	11377.461	0	0	0	0	0	0	0	9129.6	9952.094	43409.46	13597.781	50388.258
PJA2	408286.12	436045.94	401784	19160.164	0	0	0	0	0	0	0	0	203625.3	139019.05	180581.19
SIPA1L1	52382.383	84687.3	72634.734	16730.977	58487.625	37044.43	0	0	0	0	0	0	177485.4	193466.52	173715.17
CYB5B	0	0	35710.543	13655.107	12942.412	16375.988	0	0	0	0	0	0	46814.86	37927.883	38073.742
PRPF4	27882.588	101232.23	75476.43	23483.008	25300.584	0	0	0	0	0	0	0	0	32722.277	0
PHGDH	391268.06	342794.22	314173.03	584847.9	544687.5	467888.1	211229.64	203993.58	141223.5	157092.31	280996.06	327195.16	525058.56	656945.5	714089.25
DYNC1LI2	82820.75	121179.19	144468.55	108440.4	64603.914	74702.71	0	0	0	8774.448	0	0	119235.47	90654.77	127065.625
PSMD3	398467.12	345598.9	220447.69	252992.86	215660.94	368842.7	0	16517.418	0	18717.637	0	23097.738	391433.38	1347620.8	218589.44
PAPSS1	12466.691	60937.586	16949.262	0	11931.628	38006.65	0	0	0	0	0	0	0	0	8740.041
ZW10	95745.03	108223.2	55006.453	50016.19	45641.88	62168.938	0	0	0	0	0	8514.709	29740.75	20922.05	26819.188
MAP3K13	0	0	0	0	0	0	0	0	0	0	0	0	36656.688	0	13268.9375
SART1	273646.4	564403.94	494237.5	0	0	0	0	0	0	0	0	0	26119.826	0	0
GPAA1	0	0	0	0	0	0	0	0	0	0	0	0	3280.832	0	0
TGFB1I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA12A	0	0	0	50447.734	42388.887	89853.266	0	0	0	0	0	0	0	13319.252	14541.8125
CCP110	878615.3	948577.3	868950.75	0	0	0	0	0	0	0	0	0	267287.56	109823.37	117027.14
ADCY6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24706.715
PPIP5K2	64886.91	50653.156	30551.07	0	0	39544.56	0	0	0	0	0	0	37335.742	17057.188	24032.992
MAP3K7	179790.6	216464.52	175203.52	0	0	18963.016	0	0	0	0	0	0	120082.1	120700.58	124682.07
EEF1E1	3257.1519	0	0	122336.35	172111.84	88503.07	9566.001	9244.841	8875.346	46033.086	140510.1	205411.66	109396.69	91425.914	126635.44
RIPK2	13456.856	0	25827.705	0	0	0	0	0	0	0	0	0	0	0	0
WDR62	943789.9	792955.75	812408.3	88766.52	21896.996	0	0	0	0	11315.269	0	0	214479.83	232719.16	179536.66
HNRNPR	134338.19	353587.6	278688.75	177077.6	132520.84	145858.66	27569.379	23417.166	17716.812	20468.12	93775.734	82744.25	132959.6	146783.08	162999.39
PRPF3	50763.688	48067.996	80844.53	0	0	11376.215	0	0	0	0	0	0	0	18814.416	24056.89
TXNL1	1733724	1792394.8	2100230.8	131379.9	87492.836	87261.16	0	15382.3545	12990.669	0	6850.6562	32227.367	186498.88	130338.38	191481.97
TPD52L2	147832.72	234840.28	235941.53	301294.06	686556.06	315622.47	0	0	0	0	0	0	219464.83	212890.67	238380.3
EMC8	0	0	0	19116.523	0	0	0	8792.983	0	0	15245.868	15425.805	22764.508	0	18288.992
SYNJ1	14498.449	0	14818.76	146011.9	143985.84	171242.7	0	0	0	0	0	0	0	17293.064	0
EIF4G3	268581.97	2729325.2	345100.88	0	11123.906	0	0	0	0	0	0	0	73189.03	39920.367	39945.383
TBX1	24283.646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIH	0	0	0	13633.799	15159.189	13021.824	4021.7375	0	0	0	0	0	0	19810.736	0
OIP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76160.56
EPB41L2	476093.06	539820.8	587420.7	6831823	6695010	8561073	6498.4995	0	13479.513	0	22395.318	34021.66	1006750.8	1019540.75	978494.1
RAD51C	0	21910.172	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMTOR5	40152.938	70993.195	71004.734	67282.75	77471.72	57200.734	41876.383	51723.477	49190.105	36016.023	56896.273	72021.26	120114.34	71685.84	95053.59
B4GAT1	0	0	0	26030.422	54125.633	0	0	0	0	0	0	0	0	0	0
FOXO3	123363.9	100570.94	215748.44	0	24075.074	0	0	0	0	0	0	0	64450.906	17053.963	64242.59
AKAP10	0	0	34216.04	23317.578	0	0	0	0	0	0	0	0	541449.5	820038.8	565055.9
DENR	133360.05	181080.08	143179.56	64802.5	84906.74	69600.586	24862.562	43169.406	27377.496	33224.453	42316.73	42670.656	139404.56	94593.12	142059.92
XPOT	210122.89	280835.3	177113.42	149674.78	112095.56	147395	0	9878.573	0	0	26940.803	80451.28	360978.1	293823.62	337639.6
DNPH1	42490.89	58048.906	0	0	0	89507.95	0	0	0	0	0	0	118505.41	0	70697.805
TIMM44	277879.56	276721.75	279551.1	259465.06	341608.38	265372.53	0	0	7697.5557	832303.6	1447442.5	1457570.8	406268.28	390786.5	329511.38
PLRG1	57151.54	65077.586	60533.36	0	0	0	0	0	0	0	0	0	0	0	0
RGS10	0	429372.97	16223.166	0	0	0	0	0	0	0	0	0	0	0	0
ZNF207	62141.85	68176.625	60524.984	54602.414	0	0	43901.258	46618.152	0	24892.518	29555.256	42988.58	0	0	0
NDUFB5	0	0	0	0	0	0	0	0	0	0	10478.088	0	0	0	0
GET3	0	0	0	0	0	0	0	0	0	0	0	0	69581.664	40953.477	61326.496
BUB1	278868.9	267294.9	268109.84	16801.89	19099.99	73359.19	0	0	0	0	0	0	59542.95	17452.012	20491.158
BUB3	190344.2	531775.5	379336.84	269551.88	565620.4	1031261.4	408199.5	609663.4	440018.94	366692.84	372449.88	378342.84	757057.75	927754.25	860928.44
ACTN4	153616.75	130209.695	140529.03	870539.56	342914.34	999449.75	7724.832	8872.469	14264.783	62123.4	85027.42	34822.84	318100	114650.914	108964.766
GATC	0	0	0	0	0	0	0	0	0	0	21234.41	54619.383	0	0	0
HTATSF1	53510.81	180126.05	176104.19	48724.15	55843.93	47178.914	0	0	0	0	0	11443.723	47513.46	41628.797	70810.05
AP1G1	0	0	0	37524.445	19244.148	0	0	0	0	0	0	0	5456.305	4838.366	52295.656
STX6	0	0	0	48589.477	22024.967	30557.953	0	0	0	0	0	0	171983.88	189394.78	172917.02
SGTA	0	0	0	4153.7114	0	0	0	0	0	0	0	0	10234.561	5215.961	5083.664
ENSA	262099.23	254144.2	214412.62	216830.86	216072.52	199417.83	0	0	0	0	0	0	81277.2	65061.723	36703.09
SLC25A20	0	22313.547	0	0	0	0	0	0	0	0	0	0	0	0	0
NARS1	0	0	0	37407.438	41016.76	32303.14	0	0	0	0	9268.319	0	0	37873.457	19965.527
MYO1B	186268.8	288029.1	282264.22	806206.6	709031.3	698068	0	0	0	0	0	0	242197.89	196854.94	199811.5
NUDT21	116236.52	96565.16	77774.336	0	0	0	0	0	0	0	0	0	0	0	0
LANCL1	0	0	87728.17	131869.81	168510.84	70361.52	63119.152	99409.914	71069.39	56502.945	161705.22	80474.4	227088.84	128530.89	144167.33
STRN	1550385.6	1549501	1547890.9	85245.57	36333.445	29089.857	0	0	0	0	0	0	530626.8	486739.78	511497.06
AKAP8	45791.98	58555.97	43477.72	25361.008	28865.99	24855.996	0	0	0	0	15240.965	18480.996	60012.992	32810.973	56663.926
GTPBP6	0	0	0	0	0	0	0	0	0	39228.188	84824.92	161542.72	0	0	0
SLC37A4	0	0	0	46910.42	43045.133	36074.938	0	0	0	0	11893.229	0	43686.74	38216.05	36535.35
IDH3B	0	0	0	0	0	0	0	0	0	75005.625	270068.34	301295.34	0	0	0
NRDC	25546.947	58631.805	160262.1	196789.19	123121.28	99557.14	152559.53	208163.89	203059.8	46458.62	77607.49	334395.75	240111.28	238026.23	204396.9
CALU	0	19081.174	22543.914	0	0	0	0	0	0	0	0	0	0	0	10229.703
AHCYL1	0	38525.547	105419.29	141678.16	43924.508	115007.83	0	0	0	0	0	0	101264.984	55731.9	210201.73
ORC5	0	0	0	0	11835.363	0	0	0	0	0	0	0	0	29783.564	0
ORC4	53355.766	26635.09	54947.395	37104.85	13095.184	13419.534	0	0	0	0	0	19706.95	102619.63	43247.594	46775.562
PEX1	55221.496	38462.62	80882.2	0	0	53808.4	0	0	0	0	0	0	153654.06	230158.03	146770.4
RAD21	28208.379	123882.66	116323.8	61630.125	101261.95	81853.15	0	0	0	0	20271.43	5791.421	31252.523	53735.594	73618.5
KALRN	0	0	0	70455.84	0	34055.36	0	0	0	0	0	0	100406.39	107972.375	92018.914
DHX16	253056.08	201748.25	193140.44	184334.31	18451.836	37160.688	0	0	0	0	0	0	0	0	14285.255
SH3BP5	96887.6	0	0	38890.957	31769.225	45116.668	0	0	0	0	0	0	520038.88	647527.8	555748.6
MED14	15459.166	8555.564	14279.239	0	0	0	0	0	51648.1	0	0	0	0	0	0
PCDH7	0	0	0	218284.1	339672.75	353179.97	0	0	0	0	0	0	151812.47	217763.12	168761.06
PRPSAP2	108458.76	61398.367	138766.47	265248.7	336553.25	109354.445	5084.657	22474.16	11960.517	38734.016	21066.352	39872.168	279183.25	75528.5	126994.18
SMARCA5	608491.8	827328.5	818339.4	458631.03	232066.83	240991.55	0	12332.52	0	0	20105.908	70810.016	401387.25	427817.34	331400.1
ADCY3	0	0	0	0	15873.186	0	0	0	0	0	0	0	0	7246.518	0
SPAG9	429134.5	445836.5	435142.72	113138.9	68560.14	104171.695	0	0	0	0	0	0	401185.5	361150.7	399490.34
ZNF292	447724.9	271355.9	245435.58	0	0	0	0	0	0	0	0	0	0	1277487.1	0
KIF5C	78583.91	13677.031	0	33032.086	0	58551.293	0	0	0	0	0	0	35760.89	18356.172	32195.607
URB1	292629.9	412424.4	318757.34	0	0	0	0	0	0	0	7643.326	0	51217.453	5146.309	0
MGRN1	0	0	0	0	0	0	0	0	0	0	0	0	16860.273	0	12009.581
SIPA1L3	317896.28	130625.95	255625	537179.75	263350.16	501756.72	0	0	0	0	0	0	150541.23	274688.22	204461.89
ZFC3H1	167010.44	169938.2	74177.234	0	0	23514.973	0	0	0	0	0	0	0	0	0
LCMT2	0	21972.203	0	13745.428	17857.18	15609.1455	33757.848	10470.96	9004.072	0	0	18069.822	49813.844	0	25960.258
TRAK2	17549.996	0	0	0	0	0	0	0	0	0	0	0	21254.883	0	0
LZTS3	0	0	0	0	0	8867.99	0	0	0	0	0	0	0	0	0
KATNIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQR	420377.78	230932.86	175035.75	13508.795	0	0	0	0	0	0	89702.08	15031.113	94982.23	73677.695	0
MAST3	296122.47	202005.34	254123.34	0	12499.453	13318.567	0	0	0	0	0	0	53738.703	44879.01	39137.133
OPA1	33157.64	46622.96	88221.94	21768.63	45611	14266.954	0	0	0	13022.695	104800.266	26356.137	239134.33	123724.72	154135.47
ZEB2	23875.77	32756.488	25763.98	0	0	0	0	0	0	0	0	0	0	0	0
MCM3AP	437305.88	471083.28	440843.28	0	9324.789	0	0	0	0	9492.034	18323.285	0	0	15622.652	0
KIF1B	271731.97	476835.88	370851.3	209477.7	200444.34	242473.06	0	0	0	0	9744.832	0	209939.06	175515.38	187422.6
KDM1A	126555.984	145437.84	88241.625	0	50048.35	40393.13	0	0	0	0	0	0	28716.168	78980.96	99620.375
TBC1D4	72710.61	125324.08	154073.38	0	11677.762	56986.258	0	13834.281	0	0	0	25924.45	308993.2	251609.27	219257.28
PHLPP1	13938.339	47869.64	21807.725	0	121347.75	0	0	0	0	0	0	0	0	166558.2	0
TBC1D12	78645.05	137511.16	115370.39	60850.844	56811.785	80098.98	0	0	0	0	0	0	1281757.5	1426871.1	1333014.1
EVI5	0	0	138094.88	0	0	0	0	0	0	0	0	0	761540.06	753142.6	547056.06
ACSL4	46932.707	51456.805	67793.75	56017.535	89074.55	37403.27	0	0	0	0	0	0	87551.945	68731.45	52010.18
SNX3	69634.734	76711.62	27329.117	137239.36	185702.06	196021.08	0	0	8146.7783	0	0	18559.854	205561.45	158357.06	218790.84
STX10	0	0	0	0	0	0	0	0	0	0	0	0	36436.625	34813.215	33864.492
OGA	605832.75	423837.4	441576.72	44666.832	96411.31	80967.26	0	0	0	3438.7124	30857.605	31456.312	359536.47	413967.25	277420.44
ADCY9	0	0	0	56359.07	95618.41	68103.766	0	0	0	0	0	0	23655.326	12323.164	51143.94
SORBS3	38155.617	67958.73	52854.168	24887.697	0	0	0	5967.3354	0	0	0	0	94655.86	0	43401.05
SYNCRIP	560230.94	302791.66	291270.56	400450.44	281838.53	339766.97	70924.18	114597.68	88033.03	104661.66	126309.53	183595.36	571608.1	400125.16	450911.8
CDC40	81659.72	82575.27	100487.41	0	0	0	0	0	0	0	0	0	0	0	0
NEMF	25039.404	17675.021	13510.003	0	0	0	0	0	0	0	0	0	0	0	0
GMDS	117996.64	30507.535	55965.36	93502.66	121474.234	52477.164	40586.258	48110.008	34289.254	44884.39	52925.72	57232.76	47539.65	122861.29	161459.98
CCNT1	336069.47	318809.22	399994.3	14488.434	0	0	26000.11	20269.098	29035.582	0	0	39366.71	128927.875	54579.695	118114.2
BUB1B	557235.4	556482.6	443995.75	129413.66	88545.09	155809.6	0	0	0	0	0	0	288516.5	353401.16	328878.16
DIAPH1	521282.47	459956.53	485069.2	585102.25	419798.9	631188.9	0	0	0	0	0	0	260902.27	262434.7	259982.95
EXOC3	8493.367	10651.424	0	83866.234	41672.65	104114.516	0	0	0	0	0	0	1346133.5	2020245.2	1496328.5
PDE8A	0	0	0	70500.24	76446.15	45706.58	0	0	0	0	0	0	0	0	0
PLIN3	24927.947	0	95371.47	38553.316	0	0	0	0	0	0	0	0	0	47948.043	0
REV3L	315102.06	479465.25	457909.16	0	0	0	0	0	0	0	29387.568	0	0	0	0
PRMT3	346698.3	128949.266	144108.98	337414.34	415554.38	183608.19	176158.77	211868.67	191629.14	138582.25	178594.33	195610.89	405830.72	487240.22	492855.44
PEX10	6493.909	0	0	0	0	0	0	0	0	0	0	0	0	28395.898	0
KPNA6	0	119300	148820.38	90479.53	69141.055	75273.34	7175.746	29648.738	19034.137	0	0	0	83316.92	122804.45	122083.734
UGDH	0	45286.508	63977.387	0	22033.701	0	0	0	0	0	0	0	50141.258	20849.79	59508.47
CTNND1	34646.688	52721.875	44213.76	1193205.9	1043927.1	1166691.6	0	0	0	0	0	0	226112.97	234709.33	206881.78
ICMT	11124.535	31036.656	15976.989	14834.509	0	0	0	0	0	0	0	0	24591.709	0	0
SNX2	53320.617	34203.258	0	123161.95	85367.13	163550.39	0	0	0	0	0	0	62266.47	74713.11	18498.924
DPM1	0	0	0	62812.582	80054.05	55694.277	0	0	0	0	59155.79	0	0	0	46138.34
USO1	40176.086	20523.912	32760.633	7992.9707	24040.707	37779.09	0	0	0	0	18088.492	0	97932.875	130542.016	87299.51
TOM1	102309.9	87628.805	30831.938	34332.574	52774.37	36594.96	0	0	0	0	26361.684	1083.52	66269.77	58621.35	111660.01
H2BC12	145629.02	106671.54	0	175184.47	0	81346.04	114767.84	166378.83	134609.5	185613.11	318366.12	290053.3	62668.832	192941.92	56256.562
PFKFB2	0	26344.133	32859.406	18648.191	0	0	0	0	0	0	0	0	0	0	0
CCDC22	174753.6	113432.664	151531.08	140777.83	88640	118563.555	0	0	0	0	0	0	126248.125	140241.1	114663
PQBP1	0	0	57149.45	0	0	0	0	0	0	0	0	0	0	0	0
TIMM17B	4245.339	0	0	16522.51	0	8509.461	0	0	0	24041.883	39659.35	15411.096	0	0	0
PRAF2	0	0	0	22596.137	85430.03	23501.74	0	0	0	0	24764.957	26237.688	89397.16	111196.06	116367.64
DKC1	53748.742	57414.855	98049.75	10683.45	0	0	0	0	0	8843.8	26585.334	0	46033.824	0	14232.68
EIF5B	1275044.2	1120123.2	1157148.1	329566.06	371109.8	428354.66	0	11196.658	9650.801	47499.457	0	41580.863	329006.47	417394.88	332647.53
TRIM13	0	0	0	43697.727	21166.617	18652.3	0	0	0	0	0	0	60700.24	187585.14	141704.19
EDF1	23035.057	31302.633	0	49655.797	49484.793	49492.88	0	0	0	0	0	0	27889.703	22250.062	25007.031
KIN	0	0	0	0	0	0	7559.083	0	0	0	0	0	0	11564.31	12401.947
DIAPH2	0	0	0	0	13562.893	29673.99	0	0	0	0	0	9324.822	48807.297	30876.219	68423.375
BRD4	48497.074	17184.594	0	0	0	0	0	0	0	0	0	0	0	0	0
NBN	203492.47	180624.08	126678.57	37107.453	35266.11	21650.62	0	0	0	0	0	8125.4746	23715.969	62901.773	41499.934
DTNB	0	0	68136.06	11238.205	0	189931.8	0	0	0	0	0	0	0	0	0
RNGTT	85823.94	220036.86	38460.047	12381.849	0	19302.08	0	0	0	0	5105.381	0	84648.266	23036.688	41320.445
ABCB7	0	17587.084	21730.934	0	25559.793	0	13425.359	10765.352	13246.217	0	7239.6553	12325.014	23413.426	7735.506	21132.54
SRGAP2	64655.453	32443.105	68550.25	112836.55	98297.67	85520.984	0	0	0	0	0	0	20554.457	28464.23	27604.98
PLXNA2	0	0	0	4076.7778	5291.3203	0	0	0	0	0	0	0	0	0	0
NOS1AP	0	0	14366.563	34048.68	37955.527	41910.188	0	0	0	0	0	0	0	0	0
LRP4	0	0	0	0	0	0	0	0	0	0	0	0	14463.027	51220.676	83833.43
ATP9A	0	0	0	0	0	0	0	0	0	0	0	0	236776.4	127084.625	144695.67
ROCK2	0	0	0	35352.723	25700.008	144592.03	0	0	0	0	19591.523	0	10687.244	4464.4844	0
CLASP2	25437.39	165730.45	115153.42	151352.98	76324.66	142824.48	0	0	0	0	0	0	45178.746	45930.3	24703.635
PTCD1	0	0	0	0	0	0	0	0	0	19876.11	60886.992	106757.29	0	0	0
COBL	103941.45	113451.91	147660.36	641261.75	632758.44	639161.56	0	0	0	0	0	0	213759.19	176942.44	229415.6
CPNE3	158786.14	133694.97	203116.19	368318.4	251817.66	293648.44	70261.266	105722	109918.984	102187.85	138964.27	132782.94	276537.16	489001.34	215204.64
ZBED4	87800.016	91147.72	44245.688	0	0	0	0	0	0	0	0	0	0	0	0
ATG13	0	39102.99	0	0	0	0	0	0	0	0	0	0	63236.137	45933.156	38693.875
PPFIA3	31538.113	0	0	42158.023	22907.547	85719.695	0	0	0	0	0	0	0	0	0
HIP1R	38308.39	60141.555	34089.758	0	0	46873.082	0	0	0	0	0	0	0	956389.7	19277.746
OBSL1	0	0	0	194016.19	225433.33	310098.7	0	0	0	0	0	0	0	46053.68	36067.336
RNF40	1306810.6	1307981	1016036.56	0	0	16148.314	0	0	0	0	0	0	45172.156	38958.066	63211.508
PHF2	17241.498	37697.867	20174.871	0	0	0	0	0	0	0	0	0	18306.996	0	0
ZC3H11A	76555.625	510824.94	495665.88	0	0	0	0	0	0	0	0	0	0	0	0
CLUH	282526.28	206211.25	136767.88	193488.94	152078.58	160930.72	0	9824.602	0	18541.797	32444.64	84644.08	273441.44	181739.89	228281
RAB11FIP3	0	0	0	0	0	0	0	0	0	0	0	0	150997.23	287372.38	198895.94
DNAJC13	200976.94	125343.914	125602.945	192746.08	215484.55	501478.03	0	1474.1691	0	0	0	0	2327353.8	2694078.5	2367851
PHACTR2	0	0	0	21526.777	0	35038.098	0	0	0	0	0	0	0	0	0
PPP6R2	29456.424	38134.98	30336.008	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD17	1097119.8	1055858.8	978404.94	137522.5	118542.25	165489.4	0	0	0	0	0	0	280028.94	471377.94	364916.12
SIN3B	231465.72	265194.2	550522.06	0	11037.377	0	0	0	0	0	0	0	46573.594	0	0
LRP5	0	0	0	15857.66	0	16851.107	0	0	0	0	0	0	66332.336	47942.984	34830.36
COQ9	0	0	0	0	0	0	0	0	0	0	7679.642	11847.768	0	0	0
GGCT	224692.34	172265.1	558472.1	441696.25	579287.5	410954.8	371262.4	456790.44	286260	419035.38	599448.5	603294.75	781387.6	857158.56	959119.75
NDUFS7	0	0	0	44844.438	26882.08	27964.27	0	0	0	155867.11	198191.61	232795.81	0	42804.688	43536.39
ZNF780A	18757.686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFS2	0	0	0	0	0	0	0	0	0	334586.25	766313.9	1594046.1	0	0	0
NIPSNAP2	0	0	0	0	0	0	0	0	0	9645.773	32466.852	0	0	0	0
HMMR	300170.9	276463.5	122079.234	28129.828	19811.086	21647.832	0	0	0	0	0	0	321186.62	67999.41	35500.883
TBCA	162582.11	213902.08	193418.86	123623.766	217931.08	100964.96	34977.477	78992.4	24822.902	108264.81	111316.58	101227.8	247510.08	187362.56	218897.8
ATP6V1G1	172235.22	174217.9	135477.83	130336	165751.44	113357.83	60777.78	99876.74	84285.41	41468.312	134681.67	141189.31	167956.23	213027.1	273010.84
VPS4B	13339.71	46277.46	35215.18	19020.4	0	21536.744	0	0	0	0	0	0	16348.477	0	23832.027
MPDU1	22782.234	0	0	29119.39	57097.625	35115.336	0	0	0	0	0	0	34506.84	29835.543	35848.816
ZNF217	20468.875	114742.38	111933.984	0	0	0	0	0	0	0	0	0	0	0	0
PITX3	0	0	0	0	0	0	0	0	0	0	0	0	157934.39	0	31284.887
MACROH2A1	137553.75	261085.47	271751.47	346748.8	295692.03	325841.72	45893.18	31761.322	28916.852	126606.91	130110.234	171051.75	214643.97	267410.38	333775.34
FLNB	1257137.2	1105199.9	1533808.2	843633.7	729341.06	607065.1	119875.695	162652.6	136749.58	114248.08	275397.8	340050.9	922535.8	1028871.94	1093020.5
NCOR1	268411.56	320023.9	1115417.1	0	0	0	0	0	0	0	0	0	0	0	0
VAMP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20530.355
NDUFS6	0	0	0	0	0	0	0	0	0	0	45181.37	60903.992	0	0	0
ULK1	0	0	0	0	0	0	0	0	0	0	0	0	34957.145	21289.434	0
TULP3	0	0	0	18933.74	80767.02	80048.2	0	0	0	0	0	0	0	0	0
CS	301794.5	289186.22	114183.5	527565.9	960964.7	477643.66	70724	98131.89	62374.797	410556.2	457978.16	359682.6	459487.38	1047672.8	495842.53
SPAG7	24342.688	0	39832.312	0	25378.469	0	0	0	0	0	14333.535	0	0	73995.35	66498.336
SEC22B	64299.77	61303.492	134390.83	217034.66	251393.6	237555.97	13559.008	16204.268	18037.129	56332.234	106505.75	86271.94	206836.45	282127.72	230618.66
PRPF40A	829482.7	903426.8	970418.25	307799.3	289135.22	250177	0	0	9983.143	261870.84	388691.25	404247.94	662892.75	453221.4	634407.06
TACC1	0	0	0	274554.6	213439.38	256316.67	0	0	0	0	0	0	192404.7	151123.02	222648.81
POLQ	168853.11	201679.64	174855.42	0	0	0	0	0	0	0	0	0	0	0	0
CDC45	0	0	0	4511.7607	12986.457	0	0	0	0	0	0	0	0	13769.877	19569.648
GIGYF1	168481.31	192682	281468.6	0	0	0	0	0	0	0	0	0	0	0	0
LRCH4	0	0	0	0	11741.76	0	0	0	0	0	0	0	0	17487.158	39662.15
MTX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8230.984
VPS26A	117171.22	136627.62	85641.16	91296.11	87678.586	121934.97	0	43821.254	24246.8	0	42355.86	58729.08	126901.195	79018.31	100095.36
PMPCB	754597.7	599096.25	464029.66	332513.38	655091.9	242262.66	414013.72	565570.6	409037.53	423522.94	480832.72	582966.25	1151348	1084190.6	1316688.2
MED24	138977.27	178341.62	157398.83	0	0	0	0	0	0	0	0	0	0	0	0
KATNA1	0	0	0	16304.516	0	0	0	0	0	0	0	0	0	6412.6523	0
E2F6	10084.922	50624.703	0	0	0	0	0	0	0	0	0	0	0	0	0
PSIP1	306136.34	353678.97	258057.06	76701.65	148449.53	17522.762	831.413	45355.438	31607.027	29960.598	13240.175	23037.988	239397.77	252709.03	275629.25
GPC4	0	0	0	25513.062	0	0	0	0	0	0	0	0	0	0	0
NDUFS3	0	0	0	0	0	0	0	0	0	24892.611	65374.33	150928.94	0	0	0
SRSF10	366276.72	352197.62	376307.94	419077	367210.4	313059	250439.38	387231.5	228972.38	233863.55	247982.4	374548.66	527341.25	273651.4	417057.2
GMNN	144710.95	105354.26	97365.85	0	7388.046	0	0	16373.5625	0	0	0	0	17831.977	0	0
HSBP1	167183.58	396670.1	724914.6	175667.67	146113.23	219344.97	0	0	0	0	0	0	227756.25	206650.61	231458.2
TNFRSF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECI2	0	21694.336	21198.23	56006.22	60278.707	48809.53	0	14118.294	0	44361.516	69493.53	98854.97	116533.664	107063.81	94272.695
TADA3	41696.74	154267.1	42918.297	17329.133	36358.895	0	0	0	0	0	0	0	0	26842.227	0
EED	0	0	0	0	0	0	0	0	0	0	0	0	0	5565.554	0
SF3B1	4742078	4588083	4272887.5	339847	213148.75	263053.03	3185.4014	0	0	10277.367	34890.375	39718.05	894590.44	523175.6	646679.25
CSDE1	488847.47	523321.38	667773.5	179740.69	123775.94	201638.75	31388.74	21931.676	19655.969	0	0	30557.484	230532.89	307228.56	473045.75
PRKRA	86887.586	74465.945	191451.56	43400.77	65649.586	0	0	0	0	0	0	0	150375.38	72130.24	104801.91
MTRF1	0	0	0	0	0	0	0	0	0	38157.105	44945.89	72457.46	0	0	0
LRP6	0	0	0	0	8566.983	0	0	0	0	0	0	0	0	9285.438	0
MYCBP2	122879.46	194850.89	126446.5	0	0	0	0	0	0	0	0	0	0	27010.215	0
GCAT	0	34742.71	32076.742	0	0	0	0	0	0	0	14111.738	0	0	0	0
NPM3	260647.6	124597.08	121371.77	87788.625	122160.55	37908.633	22684.629	24239.42	24661.484	48681.72	43373.4	57522.613	120891.42	89424.37	131313.02
LYPLA1	10804.976	15341.973	0	30942.738	52677.21	0	22892.088	34053.15	35493.133	34367.48	39424.273	41654.355	14034.57	45089.39	26602.373
ERAL1	0	0	0	0	0	0	0	0	6362.4897	160435.23	115522.11	583279.7	54832.938	40613.16	38897.594
SNRNP200	2237712.5	1873260.8	1802319.9	1315459.2	1083729.4	1264802.2	57910.438	89475.984	100090.96	53015.316	313958.12	419896.12	1214924.9	1411004.6	994825.6
