Bait	PreyGene	#Rep	#Pep	#Frag	AvgP	BFDR
KRT8	VPS8	3	17	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9374	0.0294
LMNA	VPS8	3	17	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0360	0.4797
MAPRE3	VPS8	3	17	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.2040	0.3744
LMNA	VPS9D1	3	1	13	0.3330	0.2865
CTNNA1	VRK1	3	5	13|13|13|13|13	0.1106	0.4366
LMNA	VRK1	3	5	13|13|13|13|13	0.3326	0.2928
LMNA	VRK2	3	16	13|26|13|13|13|13|13|13|26|26|13|13|13|13|13|13	1.0000	0.0000
LMNA	VRK3	3	1	13	0.4106	0.2296
LMNA	VRTN	3	1	13	0.3309	0.3008
ACTB	VSIG10L	3	2	13|13	0.1666	0.3904
KRT8	VSIG10L2	3	2	13|13	0.1667	0.3865
ACTB	VSIR	3	1	13	0.3333	0.2523
CTNNA1	VTA1	3	3	13|13|26	0.1110	0.4327
KRT8	VTA1	3	3	13|13|26	0.4240	0.2234
LMNA	VTA1	3	3	13|13|26	0.5441	0.1653
LMNA	VTI1B	3	2	13|13	0.4998	0.1845
ACTB	VTN	3	2	13|13	0.6176	0.1419
KRT8	VTN	3	2	13|13	0.2933	0.3372
MAPRE3	VTN	3	2	13|13	0.1278	0.4214
LMNA	VWA3B	3	1	13	0.3333	0.2523
ACTB	VWA5A	3	1	13	0.3332	0.2754
ACTB	VWA5B1	3	3	13|13|13	0.1107	0.4362
CTNNA1	VWA5B1	3	3	13|13|13	0.1111	0.4265
MAPRE3	VWA5B1	3	3	13|13|13	0.1105	0.4369
ACTB	VWA8	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.2815	0.3402
KRT8	VWA8	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9480	0.0269
LMNA	VWA8	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.1854	0.3815
MAPRE3	VWA8	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0449	0.4762
KRT8	VWCE	3	1	13	0.3333	0.2523
ACTB	WAC	3	8	13|13|26|13|13|13|13|26	0.1427	0.4165
KRT8	WAC	3	8	13|13|26|13|13|13|13|26	0.0606	0.4703
LMNA	WAC	3	8	13|13|26|13|13|13|13|26	0.3722	0.2431
ACTB	WAPL	3	33	13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|12|26|13|13	0.3884	0.2376
CTNNA1	WAPL	3	33	13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|12|26|13|13	0.0065	0.4856
KRT8	WAPL	3	33	13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|12|26|13|13	0.2903	0.3382
LMNA	WAPL	3	33	13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|12|26|13|13	0.9712	0.0180
MAPRE3	WAPL	3	33	13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|12|26|13|13	0.2663	0.3443
ACTB	WARS1	3	9	26|13|13|13|13|13|13|12|13	0.8471	0.0549
CTNNA1	WARS1	3	9	26|13|13|13|13|13|13|12|13	0.0640	0.4686
KRT8	WARS1	3	9	26|13|13|13|13|13|13|12|13	0.8642	0.0495
LMNA	WARS1	3	9	26|13|13|13|13|13|13|12|13	0.3933	0.2361
MAPRE3	WARS1	3	9	26|13|13|13|13|13|13|12|13	0.3553	0.2481
ACTB	WASF1	3	3	13|13|13	0.7483	0.0869
KRT8	WASF1	3	3	13|13|13	0.2138	0.3681
ACTB	WASF2	3	6	13|13|13|13|13|13	0.9924	0.0027
CTNNA1	WASF2	3	6	13|13|13|13|13|13	0.1043	0.4477
KRT8	WASF2	3	6	13|13|13|13|13|13	0.6517	0.1220
LMNA	WASF2	3	6	13|13|13|13|13|13	0.3206	0.3194
MAPRE3	WASF2	3	6	13|13|13|13|13|13	0.4294	0.2192
ACTB	WASH2P;WASH3P	3	6	13|13|13|13|13|13	0.8822	0.0434
KRT8	WASH2P;WASH3P	3	6	13|13|13|13|13|13	0.5425	0.1666
ACTB	WASHC2A	3	47	12|13|13|13|13|13|13|13|12|26|13|13|13|13|13|25|13|13|13|13|13|13|13|13|12|13|13|26|13|12|13|13|13|26|13|25|13|13|13|13|26|13|26|13|13|13|13	0.9734	0.0163
CTNNA1	WASHC2A	3	47	12|13|13|13|13|13|13|13|12|26|13|13|13|13|13|25|13|13|13|13|13|13|13|13|12|13|13|26|13|12|13|13|13|26|13|25|13|13|13|13|26|13|26|13|13|13|13	0.3486	0.2493
KRT8	WASHC2A	3	47	12|13|13|13|13|13|13|13|12|26|13|13|13|13|13|25|13|13|13|13|13|13|13|13|12|13|13|26|13|12|13|13|13|26|13|25|13|13|13|13|26|13|26|13|13|13|13	0.9650	0.0214
LMNA	WASHC2A	3	47	12|13|13|13|13|13|13|13|12|26|13|13|13|13|13|25|13|13|13|13|13|13|13|13|12|13|13|26|13|12|13|13|13|26|13|25|13|13|13|13|26|13|26|13|13|13|13	0.1314	0.4200
MAPRE3	WASHC2A	3	47	12|13|13|13|13|13|13|13|12|26|13|13|13|13|13|25|13|13|13|13|13|13|13|13|12|13|13|26|13|12|13|13|13|26|13|25|13|13|13|13|26|13|26|13|13|13|13	0.6518	0.1218
ACTB	WASHC2C	3	11	13|13|25|13|13|26|12|26|13|13|13	0.9770	0.0132
CTNNA1	WASHC2C	3	11	13|13|25|13|13|26|12|26|13|13|13	0.2478	0.3493
KRT8	WASHC2C	3	11	13|13|25|13|13|26|12|26|13|13|13	0.9527	0.0256
LMNA	WASHC2C	3	11	13|13|25|13|13|26|12|26|13|13|13	0.0462	0.4756
MAPRE3	WASHC2C	3	11	13|13|25|13|13|26|12|26|13|13|13	0.6421	0.1299
ACTB	WASHC3	3	3	13|13|13	0.1111	0.4265
KRT8	WASHC3	3	3	13|13|13	0.4442	0.2093
LMNA	WASHC3	3	3	13|13|13	0.1111	0.4265
MAPRE3	WASHC3	3	3	13|13|13	0.1107	0.4362
ACTB	WASHC4	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.3648	0.2455
KRT8	WASHC4	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.8249	0.0615
LMNA	WASHC4	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.1846	0.3819
MAPRE3	WASHC4	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.1104	0.4372
ACTB	WASHC5	3	27	13|13|13|13|13|25|13|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|13|13|13|13|13	0.9440	0.0278
CTNNA1	WASHC5	3	27	13|13|13|13|13|25|13|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|13|13|13|13|13	0.1321	0.4197
KRT8	WASHC5	3	27	13|13|13|13|13|25|13|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|13|13|13|13|13	0.9759	0.0142
LMNA	WASHC5	3	27	13|13|13|13|13|25|13|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|13|13|13|13|13	0.3332	0.2754
MAPRE3	WASHC5	3	27	13|13|13|13|13|25|13|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|13|13|13|13|13	0.3587	0.2473
ACTB	WASL	3	14	13|13|13|13|13|13|13|26|13|13|13|13|25|12	0.9933	0.0022
CTNNA1	WASL	3	14	13|13|13|13|13|13|13|26|13|13|13|13|25|12	0.1754	0.3844
KRT8	WASL	3	14	13|13|13|13|13|13|13|26|13|13|13|13|25|12	0.8812	0.0437
LMNA	WASL	3	14	13|13|13|13|13|13|13|26|13|13|13|13|25|12	0.1068	0.4442
MAPRE3	WASL	3	14	13|13|13|13|13|13|13|26|13|13|13|13|25|12	0.6146	0.1430
ACTB	WBP11	3	15	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.2571	0.3468
KRT8	WBP11	3	15	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0339	0.4804
LMNA	WBP11	3	15	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9660	0.0210
MAPRE3	WBP11	3	15	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.1836	0.3822
LMNA	WBP4	3	3	13|13|13	0.4442	0.2093
ACTB	WDCP	3	13	13|26|13|13|26|13|13|13|13|13|13|13|13	0.8990	0.0387
CTNNA1	WDCP	3	13	13|26|13|13|26|13|13|13|13|13|13|13|13	0.0701	0.4660
KRT8	WDCP	3	13	13|26|13|13|26|13|13|13|13|13|13|13|13	0.9831	0.0084
LMNA	WDCP	3	13	13|26|13|13|26|13|13|13|13|13|13|13|13	0.4939	0.1876
MAPRE3	WDCP	3	13	13|26|13|13|26|13|13|13|13|13|13|13|13	0.6066	0.1453
ACTB	WDFY1	3	8	13|13|26|13|13|13|13|26	0.9611	0.0229
CTNNA1	WDFY1	3	8	13|13|26|13|13|13|13|26	0.1402	0.4173
KRT8	WDFY1	3	8	13|13|26|13|13|13|13|26	0.9681	0.0197
LMNA	WDFY1	3	8	13|13|26|13|13|13|13|26	0.9218	0.0329
MAPRE3	WDFY1	3	8	13|13|26|13|13|13|13|26	0.7366	0.0914
MAPRE3	WDFY2	3	2	13|13	0.1666	0.3904
ACTB	WDFY3	3	24	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0548	0.4722
KRT8	WDFY3	3	24	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9446	0.0276
LMNA	WDFY3	3	24	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0278	0.4822
MAPRE3	WDFY3	3	24	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0277	0.4823
ACTB	WDHD1	3	35	12|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|13|13|13|13	0.2433	0.3507
KRT8	WDHD1	3	35	12|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|13|13|13|13	0.2075	0.3729
LMNA	WDHD1	3	35	12|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|13|13|13|13	0.9752	0.0149
MAPRE3	WDHD1	3	35	12|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|13|13|13|13	0.3220	0.3177
KRT8	WDPCP	3	2	13|13	0.1666	0.3904
LMNA	WDPCP	3	2	13|13	0.3333	0.2523
ACTB	WDR1	3	10	13|13|13|13|13|26|26|13|13|13	0.9784	0.0119
CTNNA1	WDR1	3	10	13|13|13|13|13|26|26|13|13|13	0.1240	0.4230
KRT8	WDR1	3	10	13|13|13|13|13|26|26|13|13|13	0.9636	0.0220
LMNA	WDR1	3	10	13|13|13|13|13|26|26|13|13|13	0.1376	0.4181
MAPRE3	WDR1	3	10	13|13|13|13|13|26|26|13|13|13	0.2121	0.3697
ACTB	WDR11	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.6945	0.1045
KRT8	WDR11	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9801	0.0106
MAPRE3	WDR11	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.2183	0.3626
ACTB	WDR12	3	5	13|13|13|13|13	0.1105	0.4369
KRT8	WDR12	3	5	13|13|13|13|13	0.2214	0.3597
LMNA	WDR12	3	5	13|13|13|13|13	0.6661	0.1128
ACTB	WDR18	3	4	13|13|13|13	0.7344	0.0920
CTNNA1	WDR18	3	4	13|13|13|13	0.7903	0.0725
KRT8	WDR18	3	4	13|13|13|13	0.8435	0.0559
LMNA	WDR18	3	4	13|13|13|13	0.7346	0.0919
MAPRE3	WDR18	3	4	13|13|13|13	0.8271	0.0609
ACTB	WDR19	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.3183	0.3228
KRT8	WDR19	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.8919	0.0406
MAPRE3	WDR19	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.0905	0.4559
KRT8	WDR20	3	1	13	0.3302	0.3022
ACTB	WDR24	3	5	13|13|13|13|13	0.4346	0.2152
KRT8	WDR24	3	5	13|13|13|13|13	0.7653	0.0802
MAPRE3	WDR24	3	5	13|13|13|13|13	0.4275	0.2206
KRT8	WDR25	3	3	13|13|11	0.5532	0.1607
LMNA	WDR25	3	3	13|13|11	0.3220	0.3177
ACTB	WDR26	3	3	13|13|13	0.3296	0.3034
CTNNA1	WDR26	3	3	13|13|13	0.0863	0.4575
KRT8	WDR26	3	3	13|13|13	0.1043	0.4477
LMNA	WDR26	3	3	13|13|13	0.2189	0.3619
MAPRE3	WDR26	3	3	13|13|13	0.1031	0.4493
ACTB	WDR3	3	23	13|13|13|13|13|13|13|13|12|13|13|13|26|13|13|13|13|13|26|13|12|13|13	0.2951	0.3366
CTNNA1	WDR3	3	23	13|13|13|13|13|13|13|13|12|13|13|13|26|13|13|13|13|13|26|13|12|13|13	0.1297	0.4208
KRT8	WDR3	3	23	13|13|13|13|13|13|13|13|12|13|13|13|26|13|13|13|13|13|26|13|12|13|13	0.5534	0.1606
LMNA	WDR3	3	23	13|13|13|13|13|13|13|13|12|13|13|13|26|13|13|13|13|13|26|13|12|13|13	0.9817	0.0093
MAPRE3	WDR3	3	23	13|13|13|13|13|13|13|13|12|13|13|13|26|13|13|13|13|13|26|13|12|13|13	0.2367	0.3528
ACTB	WDR33	3	15	13|13|26|13|13|13|13|13|13|13|13|13|13|13|13	0.0813	0.4606
KRT8	WDR33	3	15	13|13|26|13|13|13|13|13|13|13|13|13|13|13|13	0.0806	0.4611
LMNA	WDR33	3	15	13|13|26|13|13|13|13|13|13|13|13|13|13|13|13	0.5730	0.1543
MAPRE3	WDR33	3	15	13|13|26|13|13|13|13|13|13|13|13|13|13|13|13	0.0360	0.4797
ACTB	WDR35	3	6	13|13|13|13|13|13	0.6463	0.1266
KRT8	WDR35	3	6	13|13|13|13|13|13	0.9751	0.0149
ACTB	WDR36	3	36	26|26|13|26|13|26|13|13|13|13|25|13|39|26|26|13|13|26|26|26|13|13|26|26|13|13|26|13|13|13|13|13|26|13|26|13	0.9430	0.0281
CTNNA1	WDR36	3	36	26|26|13|26|13|26|13|13|13|13|25|13|39|26|26|13|13|26|26|26|13|13|26|26|13|13|26|13|13|13|13|13|26|13|26|13	0.6329	0.1353
KRT8	WDR36	3	36	26|26|13|26|13|26|13|13|13|13|25|13|39|26|26|13|13|26|26|26|13|13|26|26|13|13|26|13|13|13|13|13|26|13|26|13	0.9376	0.0293
LMNA	WDR36	3	36	26|26|13|26|13|26|13|13|13|13|25|13|39|26|26|13|13|26|26|26|13|13|26|26|13|13|26|13|13|13|13|13|26|13|26|13	0.9667	0.0205
MAPRE3	WDR36	3	36	26|26|13|26|13|26|13|13|13|13|25|13|39|26|26|13|13|26|26|26|13|13|26|26|13|13|26|13|13|13|13|13|26|13|26|13	0.8894	0.0413
KRT8	WDR37	3	1	13	0.3231	0.3161
LMNA	WDR37	3	1	13	0.3122	0.3283
KRT8	WDR38	3	1	13	0.3333	0.2523
KRT8	WDR4	3	3	13|13|13	0.4443	0.2089
LMNA	WDR4	3	3	13|13|13	0.3310	0.3005
ACTB	WDR41	3	6	13|13|13|13|13|13	0.9766	0.0136
CTNNA1	WDR41	3	6	13|13|13|13|13|13	0.1040	0.4481
KRT8	WDR41	3	6	13|13|13|13|13|13	0.9782	0.0121
LMNA	WDR41	3	6	13|13|13|13|13|13	0.6350	0.1342
MAPRE3	WDR41	3	6	13|13|13|13|13|13	0.3034	0.3332
ACTB	WDR43	3	5	13|13|13|13|13	0.7270	0.0949
CTNNA1	WDR43	3	5	13|13|13|13|13	0.3385	0.2515
KRT8	WDR43	3	5	13|13|13|13|13	0.5208	0.1771
LMNA	WDR43	3	5	13|13|13|13|13	0.6186	0.1415
MAPRE3	WDR43	3	5	13|13|13|13|13	0.5427	0.1663
ACTB	WDR44	3	26	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.9258	0.0320
CTNNA1	WDR44	3	26	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.0451	0.4761
KRT8	WDR44	3	26	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.9511	0.0261
LMNA	WDR44	3	26	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.0246	0.4831
MAPRE3	WDR44	3	26	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.2728	0.3423
ACTB	WDR45	3	8	13|26|13|13|13|26|13|13	0.9589	0.0236
KRT8	WDR45	3	8	13|26|13|13|13|26|13|13	0.9877	0.0055
LMNA	WDR45	3	8	13|26|13|13|13|26|13|13	0.1491	0.4149
MAPRE3	WDR45	3	8	13|26|13|13|13|26|13|13	0.6697	0.1098
ACTB	WDR45B	3	4	13|26|13|13	0.5437	0.1655
CTNNA1	WDR45B	3	4	13|26|13|13	0.2113	0.3703
KRT8	WDR45B	3	4	13|26|13|13	0.3250	0.3124
LMNA	WDR45B	3	4	13|26|13|13	0.5111	0.1806
MAPRE3	WDR45B	3	4	13|26|13|13	0.1053	0.4463
ACTB	WDR46	3	6	26|13|13|10|11|13	0.6480	0.1253
KRT8	WDR46	3	6	26|13|13|10|11|13	0.7229	0.0963
LMNA	WDR46	3	6	26|13|13|10|11|13	0.7061	0.1011
MAPRE3	WDR46	3	6	26|13|13|10|11|13	0.0955	0.4538
ACTB	WDR47	3	5	13|13|13|13|13	0.5409	0.1677
KRT8	WDR47	3	5	13|13|13|13|13	0.9886	0.0048
LMNA	WDR47	3	5	13|13|13|13|13	0.2127	0.3691
MAPRE3	WDR47	3	5	13|13|13|13|13	0.6420	0.1300
ACTB	WDR48	3	3	13|13|13	0.6547	0.1198
KRT8	WDR48	3	3	13|13|13	0.2191	0.3617
LMNA	WDR48	3	3	13|13|13	0.3267	0.3086
ACTB	WDR5	3	4	13|13|12|13	0.1055	0.4463
KRT8	WDR5	3	4	13|13|12|13	0.2084	0.3724
LMNA	WDR5	3	4	13|13|12|13	0.5413	0.1674
MAPRE3	WDR5	3	4	13|13|12|13	0.3117	0.3285
ACTB	WDR55	3	7	13|12|13|13|10|26|13	0.2446	0.3501
CTNNA1	WDR55	3	7	13|12|13|13|10|26|13	0.1313	0.4201
KRT8	WDR55	3	7	13|12|13|13|10|26|13	0.2159	0.3657
LMNA	WDR55	3	7	13|12|13|13|10|26|13	0.7353	0.0918
MAPRE3	WDR55	3	7	13|12|13|13|10|26|13	0.0801	0.4614
ACTB	WDR59	3	10	13|13|13|13|13|13|13|13|13|13	0.2561	0.3471
KRT8	WDR59	3	10	13|13|13|13|13|13|13|13|13|13	0.6574	0.1179
MAPRE3	WDR59	3	10	13|13|13|13|13|13|13|13|13|13	0.1309	0.4202
CTNNA1	WDR5B	3	1	13	0.3326	0.2928
ACTB	WDR6	3	12	13|13|13|13|13|13|13|13|13|13|13|26	0.6360	0.1337
CTNNA1	WDR6	3	12	13|13|13|13|13|13|13|13|13|13|13|26	0.2049	0.3739
KRT8	WDR6	3	12	13|13|13|13|13|13|13|13|13|13|13|26	0.9865	0.0062
LMNA	WDR6	3	12	13|13|13|13|13|13|13|13|13|13|13|26	0.4296	0.2190
MAPRE3	WDR6	3	12	13|13|13|13|13|13|13|13|13|13|13|26	0.5703	0.1550
ACTB	WDR62	3	24	13|13|13|13|26|13|13|11|13|13|13|13|13|13|26|26|26|13|13|13|13|13|26|13	0.4661	0.2018
KRT8	WDR62	3	24	13|13|13|13|26|13|13|11|13|13|13|13|13|13|26|26|26|13|13|13|13|13|26|13	0.9898	0.0042
LMNA	WDR62	3	24	13|13|13|13|26|13|13|11|13|13|13|13|13|13|26|26|26|13|13|13|13|13|26|13	0.0256	0.4829
MAPRE3	WDR62	3	24	13|13|13|13|26|13|13|11|13|13|13|13|13|13|26|26|26|13|13|13|13|13|26|13	0.2794	0.3409
ACTB	WDR7	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.8121	0.0659
CTNNA1	WDR7	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0364	0.4795
KRT8	WDR7	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9730	0.0167
MAPRE3	WDR7	3	14	13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.3548	0.2484
ACTB	WDR70	3	21	13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.7875	0.0734
CTNNA1	WDR70	3	21	13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.4073	0.2309
KRT8	WDR70	3	21	13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.7085	0.1006
LMNA	WDR70	3	21	13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.9846	0.0074
MAPRE3	WDR70	3	21	13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.7481	0.0869
ACTB	WDR73	3	6	13|13|13|13|13|26	0.2600	0.3457
CTNNA1	WDR73	3	6	13|13|13|13|13|26	0.7924	0.0719
KRT8	WDR73	3	6	13|13|13|13|13|26	0.6128	0.1435
LMNA	WDR73	3	6	13|13|13|13|13|26	0.7281	0.0944
MAPRE3	WDR73	3	6	13|13|13|13|13|26	0.3467	0.2497
ACTB	WDR74	3	3	13|13|13	0.3254	0.3115
CTNNA1	WDR74	3	3	13|13|13	0.1044	0.4476
KRT8	WDR74	3	3	13|13|13	0.3269	0.3083
LMNA	WDR74	3	3	13|13|13	0.5415	0.1672
ACTB	WDR75	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.8185	0.0637
CTNNA1	WDR75	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.0456	0.4759
KRT8	WDR75	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.9780	0.0122
LMNA	WDR75	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.7248	0.0955
MAPRE3	WDR75	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.3099	0.3295
ACTB	WDR76	3	7	13|13|13|13|13|13|13	0.2302	0.3549
LMNA	WDR76	3	7	13|13|13|13|13|13|13	0.7357	0.0917
MAPRE3	WDR76	3	7	13|13|13|13|13|13|13	0.2445	0.3502
CTNNA1	WDR77	3	3	13|13|13	0.4362	0.2141
KRT8	WDR77	3	3	13|13|13	0.3333	0.2523
MAPRE3	WDR77	3	3	13|13|13	0.2143	0.3676
ACTB	WDR81	3	32	13|13|26|13|13|13|13|11|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|26|13|13|13|13|13|13	0.6231	0.1399
CTNNA1	WDR81	3	32	13|13|26|13|13|13|13|11|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|26|13|13|13|13|13|13	0.0597	0.4705
KRT8	WDR81	3	32	13|13|26|13|13|13|13|11|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|26|13|13|13|13|13|13	0.9842	0.0076
LMNA	WDR81	3	32	13|13|26|13|13|13|13|11|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|26|13|13|13|13|13|13	0.0879	0.4570
MAPRE3	WDR81	3	32	13|13|26|13|13|13|13|11|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|26|13|13|13|13|13|13	0.4991	0.1853
ACTB	WDR82	3	3	13|12|13	0.1109	0.4348
CTNNA1	WDR82	3	3	13|12|13	0.2214	0.3597
MAPRE3	WDR82	3	3	13|12|13	0.1075	0.4428
ACTB	WDR87	3	6	13|13|13|13|12|13	0.1111	0.4265
KRT8	WDR87	3	6	13|13|13|13|12|13	0.1111	0.4265
LMNA	WDR87	3	6	13|13|13|13|12|13	0.1110	0.4327
MAPRE3	WDR87	3	6	13|13|13|13|12|13	0.1109	0.4348
KRT8	WDR88	3	1	13	0.3246	0.3132
LMNA	WDR89	3	1	13	0.3325	0.2937
KRT8	WDR90	3	12	13|13|13|13|13|13|13|13|13|13|12|13	0.9920	0.0030
MAPRE3	WDR90	3	12	13|13|13|13|13|13|13|13|13|13|12|13	0.3150	0.3262
ACTB	WDR91	3	6	12|13|13|13|13|13	0.8657	0.0491
KRT8	WDR91	3	6	12|13|13|13|13|13	0.6571	0.1182
LMNA	WDR91	3	6	12|13|13|13|13|13	0.1030	0.4493
MAPRE3	WDR91	3	6	12|13|13|13|13|13	0.1892	0.3804
ACTB	WDTC1	3	1	13	0.3261	0.3098
LMNA	WEE1	3	8	13|13|13|13|13|13|13|13	0.9096	0.0360
KRT8	WEE2	3	1	13	0.3333	0.2523
ACTB	WHRN	3	1	13	0.3333	0.2523
ACTB	WIPF1	3	4	13|13|13|13	1.0000	0.0000
ACTB	WIPF2	3	9	13|13|13|13|13|13|13|13|13	0.9975	0.0006
KRT8	WIPF2	3	9	13|13|13|13|13|13|13|13|13	0.2604	0.3457
MAPRE3	WIPF2	3	9	13|13|13|13|13|13|13|13|13	0.3287	0.3048
KRT8	WIPF3	3	1	13	0.3331	0.2825
ACTB	WIPI1	3	2	13|13	0.3181	0.3231
KRT8	WIPI1	3	2	13|13	0.6396	0.1316
MAPRE3	WIPI1	3	2	13|13	0.1520	0.4138
ACTB	WIPI2	3	5	12|11|12|26|13	0.8624	0.0502
CTNNA1	WIPI2	3	5	12|11|12|26|13	0.1943	0.3783
KRT8	WIPI2	3	5	12|11|12|26|13	0.8670	0.0486
LMNA	WIPI2	3	5	12|11|12|26|13	0.3192	0.3216
MAPRE3	WIPI2	3	5	12|11|12|26|13	0.3031	0.3334
ACTB	WIZ	3	21	13|13|13|26|13|13|13|26|13|13|13|13|13|12|12|12|13|13|13|13|13	0.4776	0.1974
CTNNA1	WIZ	3	21	13|13|13|26|13|13|13|26|13|13|13|13|13|12|12|12|13|13|13|13|13	0.0589	0.4707
KRT8	WIZ	3	21	13|13|13|26|13|13|13|26|13|13|13|13|13|12|12|12|13|13|13|13|13	0.0985	0.4524
LMNA	WIZ	3	21	13|13|13|26|13|13|13|26|13|13|13|13|13|12|12|12|13|13|13|13|13	0.9513	0.0260
MAPRE3	WIZ	3	21	13|13|13|26|13|13|13|26|13|13|13|13|13|12|12|12|13|13|13|13|13	0.3826	0.2396
ACTB	WLS	3	2	13|9	0.4099	0.2299
CTNNA1	WLS	3	2	13|9	0.2091	0.3719
KRT8	WLS	3	2	13|9	0.7626	0.0812
LMNA	WLS	3	2	13|9	0.7642	0.0805
MAPRE3	WLS	3	2	13|9	0.3438	0.2503
ACTB	WNK1	3	27	13|13|26|13|25|13|11|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|26|13	0.9638	0.0219
CTNNA1	WNK1	3	27	13|13|26|13|25|13|11|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|26|13	0.3360	0.2520
