Protein	EIF4A2_1	EIF4A2_2	EIF4A2_3	MEPCE_1	MEPCE_2	MEPCE_3	GFP_1	GFP_2	GFP_3
PSMA5	3369.86	4296.41	4808.76	7438.22	7594.47	7385.55	6297.1	6376.31	6275.12
PSMB4	4502.12	4268.6	4277.71	9675.49	9885.38	10007.6	7757.62	7517.99	7969.92
PSMB6	8101.87	7199.85	8367.23	15665	16950.1	17708.4	12601.5	13957.7	12742.5
PSMB5	2734.34	3507.35	3641.1	6165.02	5431.91	5609.87	4589.5	4895.33	5052.6
ABCD3	0	0	0	566.158	564.263	757.156	0	0	0
POLD1	12576.5	13390.5	15711.8	338.7	23402.7	23650.7	17340	19513.4	20064.4
GTF2E2	310.19	422.541	0	417.708	0	0	0	0	0
TPP2	517.758	575.782	763.668	1021.94	1025.42	784.884	753.633	1132.77	1013.39
BTK;EPHA2;EPHA3;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB2;EPHB3;EPHB4	808.808	0	0	0	0	0	1221.3	0	0
MPG	0	0	434.293	0	436.773	574.235	0	0	0
TKT	0	633.55	637.248	0	0	0	759.411	354.491	641.287
PML	0	0	0	0	0	0	0	0	614.936
TYK2	0	0	0	0	336.155	0	0	0	0
EEF1D	5761.62	5100.68	5985.33	9808.87	9283.68	10058.9	8501.7	9515.37	9821.06
MARCKS	248.855	526.571	360.502	222.054	402.872	583.614	238.872	759.562	312.955
GNA11	0	0	0	0	0	1680.79	0	0	0
PRDX6	8472.79	8304.39	8557.67	8011.44	9094.2	9475.06	9837.98	10316.1	10065
PRDX5	558.32	493.894	751.522	791.925	1022.06	939.942	971.486	1022.07	1214.27
PRDX3	5819.25	6432.95	6009.1	7676.98	8176.59	7737.17	9987.1	9962.11	9991.92
RPL12	12655.9	12383.6	13282	19580.7	18814	16524.1	14473.5	14768	12507.7
ECHS1	1085.36	1165.46	3005.2	1116.51	1449.25	1714.25	1006.62	1344	1244.02
PDIA3	5094.13	4831.55	5405.54	5378.98	6135.46	5706.85	16852.6	5991.29	5691.99
PPP2R1A	2638.88	2497.12	3327.86	3318.37	2577.61	3269.72	4521.11	4314.53	4990.81
PPP2R1B	0	0	0	0	0	433.222	0	812.056	0
PPIF	679.005	558.996	865.634	995.146	913.273	957.846	803.965	618.912	711.508
NMT1	0	0	0	0	0	949.233	720.823	0	0
HMOX2	942.948	575.543	899.752	1273.15	1374.36	1082.9	772.849	1095.82	1025.75
LRPAP1	1506.46	1955.65	1545.01	2245.3	2604.45	1925.53	2187.67	1730.44	2068.92
ADSL	0	170.024	0	300.22	0	0	554.487	582.469	542.581
CLIP1	726.007	828.746	1007.42	1328.83	1521.78	1636.06	1720.6	2107.69	2154.37
SLC7A1	891.846	1053.11	1490.63	819.614	1490.38	1915	1089.56	1003.72	1148.97
POLR2B	1215.38	1496.1	1408.43	1597.71	1874.79	1586.27	1642.94	1735.53	1828.74
MAT2A	624.322	0	714.02	736.39	822.021	609.245	869.041	878.368	914.948
PRKAR2B	23918	26165.6	27727.7	0	0	0	0	0	0
DNAJA1	5627.1	5197.44	6023.58	8324.11	8013.07	8544.22	9678.92	10130.2	10571.5
AKT2	0	0	284.938	0	0	0	0	0	448.103
UQCRC1	0	388.658	0	0	703.356	979.364	0	0	0
ATIC	0	0	389.381	0	0	0	0	408.053	495.55
HNRNPH3	364.314	488.615	0	497.281	370.47	477.817	407.396	759.469	414.003
HNRNPH1	1624.85	1695.51	2045.6	2727.32	2027.95	1779.05	1601	2294.99	1606.14
YWHAB	612.644	581.438	713.144	1413.34	1213.9	1551.42	967.155	1424.1	930.28
STIP1	30874.7	32119	32336.2	52713.9	55574.8	56031.5	58953.4	55712.7	57688
PRDX2	4870.69	5948.91	5120.23	9442.08	9402.57	9816.35	16325.8	15992.4	16854.5
ARRB2	0	0	0	344.609	610.343	0	346.061	399.807	349.6
PYCR1	0	496.511	344.622	453.74	743.095	540.411	391.177	539.32	585.372
RPL9	4860.78	5919.71	5430.86	8675.37	8819.01	9353.47	5465.78	4462.88	4732.09
ACSL1	0	0	0	0	0	326.748	441.485	415.475	569.243
KIF5B	3516.68	3700.93	3598.08	4973.16	4914.85	5438.95	5472.47	6241.58	5527.43
CSTF2	1219.79	1068.96	1233.82	1517.42	1630.47	1322.32	1399.21	4503.6	1740.5
DUT	1460.97	1395.91	1493.75	1434.35	1199.15	1017.03	1228.59	1344.54	1271.07
KDELR2	0	240.837	200.384	352.96	358.028	0	236.138	272.585	106.222
TTK	375.497	0	755.313	776.533	722.763	627.183	352.18	785.777	584.399
MCM4	3400.25	3371.91	3895.12	6566.7	6599.9	7834.93	5887.25	5717.24	5862.5
MCM5	4245.8	4547.88	5267.79	8978.58	8690.96	9639.5	7592.41	7962.74	7882.32
MCM7	4557.96	5147.92	5246.04	9996.1	10639	9935.16	9310.81	8734.23	9697.3
SHMT2	3564.63	3883.26	4139.28	4585.5	4897.95	4536.45	5677.41	6912.23	6511.93
HSPA1L	97356.9	100807	95744	126034	134503	139013	158281	162164	154851
HSPA4	2255.2	2136.01	2677.61	3393.51	3937.96	4259.4	5037.78	5394.93	5013.52
PRSS3	7444.97	0	0	7622.04	7264.04	8737.22	7614.46	0	8081.29
CTNNA1	0	0	369.36	0	623.07	664.155	0	0	0
PHB1	0	0	0	173.953	0	0	0	0	0
NF2	0	0	0	836.878	0	710.707	2736.24	0	0
RDX	0	0	0	0	0	0	756.366	581.825	0
RPA3	3291.35	3758.71	3730.67	5020.52	4637.06	4935.02	4912.95	4571.64	4610.27
RFC4	0	0	0	800.358	913.934	969.373	704.8	740.866	753.746
RFC2	0	497.171	560.202	1283.18	1148.15	1459.54	718.256	1307.86	672.222
RFC1	1279.24	1432.9	1335.2	1622.86	1561.69	1590.13	1249.42	537.061	1177.66
RPL22	59611.4	58729.1	65926.9	88164	89821.2	89371	68794.7	73789.2	68463.5
GTF2F1	4406.22	5984.8	5509.05	6447.29	6837.38	7106.41	5804.6	5562.24	5248.38
KRT9	10398.1	10657.2	10704.8	11936.3	12357.4	12594.2	15311.2	17399.6	16565.7
MYH9	23257.6	24707.6	24016.7	25312.8	25191	25695.4	25012.7	24148.1	25677.3
MYH10	8505.64	9265.95	9180.67	11657.4	11317	10094.8	8809.46	8600.36	7893.15
COPB2	5843.4	6500.42	7465.22	9031.95	9412.46	9929.67	9735.9	8553.73	9586.4
ADD1	952.293	1123.71	1400.51	951.58	1828.87	1693.78	961.096	909.872	1830.31
ADD2	0	465.394	0	0	788.169	0	0	0	0
BSG	1607.21	1325.24	1802.57	2915.46	2469.09	2979.51	2508.02	2014.28	2255.01
FUS	142323	150224	174410	192136	186025	203624	169107	183932	186786
NUP214	7934.43	998.279	810.885	725.233	680.699	1160.21	799.601	802.972	890.832
DEK	2946.78	3307.56	3254.47	3928.14	3929.13	4802.92	3600.32	3818.98	3537.08
PPM1A	1427.68	1017.63	452.669	1449.96	1473.42	1186.42	1942.23	2639.68	2149.31
KRT2	3713.91	4337	4875.21	7743.62	7360.87	7661.54	7713.21	8181.96	7492
PSMC2	4216.68	3859.87	4026.42	5907.19	5091.58	6310.44	6494.84	6641.58	6811.42
ARL2	0	0	311.128	0	0	0	0	0	406.26
ARL3	0	0	0	0	606.677	619.112	601.509	641.775	562.024
MAP2K2	0	0	0	260.259	0	0	0	0	163.433
ATP5F1C	1115.63	1216.98	1294.95	2569.49	2003.19	2531.88	1644.81	1778	2177.97
ATP6V1E1	753.696	1121.8	1253.77	1550.09	1283.29	1725.37	1816.75	2023.81	1641.01
CPOX	0	0	0	0	0	0	226.125	0	0
RPL4	1562.99	1960.38	1873.25	8196.19	7255.32	7512.67	1257.38	1459.58	1585.27
LONP1	1939.26	2123.21	1867.56	2576.98	2707.43	2404.77	2761.07	2403.25	2703.49
GNL1	0	0	0	0	0	0	442.734	0	0
GPX4	660.88	414.836	810.936	1126.77	1373.33	1262.22	1119.3	1255.34	1281.76
SRP14	2185.29	2924.92	2703.07	5272.87	4622.11	5386.2	3449.04	3229.29	3061.64
NUP62	349.147	954.924	1513.71	400.683	722.041	727.581	1508.05	1582.81	1010.87
FDFT1	1604.64	1939.49	1733.97	2306.3	2122.21	2019.96	1987.07	1493.96	1973.72
TAGLN2	2965.24	2793.82	3831.13	3462.74	3576.07	3685.68	4792.26	4511.58	5137.42
ETFB	0	0	130.045	0	0	0	174.328	0	315.788
RBMX	9041.29	9902.3	10984.2	7489.29	7676.86	7662.48	8540.05	9291.49	9012.53
COIL	3059.78	3480.08	3879.36	3789.69	4245.96	5023.09	3011.66	3159.14	2756.03
ATP6V1A	1260.96	1148.06	1375.39	2404.44	2307.2	2189.2	2166.37	2451.24	2303.25
HSPA9	5023.13	5472.67	5865.06	9484.17	9737.77	10287.1	10095.5	9951.78	9208.22
EIF4A3	5973.96	5401.45	6375.83	0	362.548	0	280.558	228.959	0
RPS19	37133	37571.6	43655.2	57696.6	62990.2	62414	46419.4	47509.9	45407.8
RPL3	819.111	1430.9	1355.18	6125.07	6031.12	6515.13	710.469	833.689	1107.47
DDOST	2150.38	1980.24	2079.53	2944.4	3295.61	3208.2	2475.26	2566.85	2335.78
ANP32A	3195.98	3455.34	3815.4	2766.89	2642.5	2243.88	1495.91	2088.33	1741.58
FEN1	3576.26	4115.11	4635.2	6437.34	6797.44	6449.88	6337.77	6631.56	6228.89
CAP2	619.598	593.234	729.071	557.723	782.112	1063.09	505.919	1108.17	1017.63
TXLNA	671.712	592.303	956.702	1313.22	1320.86	1260.19	1288.99	1386.96	1500.46
CCT6A	30129.4	26880.8	33761.2	41416.6	43959.2	46919.3	38504.8	40477.8	41561.6
RPL13A;RPL13AP3	494.802	383.944	471.611	6062.48	6465.02	6508.09	912.917	946.247	902.045
ARL1	2529.86	2437.53	2305.21	2790.68	3718.23	3779.21	2942.46	3099.16	2651.94
STAT3	0	0	0	0	0	0	0	128.338	0
MDH2	2002.74	2796.61	3333.53	2620.55	2257.87	2398.85	4081.14	2907.45	3228.51
RFC5	726.828	652.18	575.881	1328.58	1718.15	1939.65	1480.14	1579.15	1372.56
RFC3	638.172	824.492	788.465	1410.44	1480.3	1527.03	1180.89	1683.07	1278.85
HADHA	1705.03	2497.69	2363.05	2938.97	2890.64	2727.11	2610.93	3252.16	3028.38
EIF2S3	2127.6	2470.78	2763	3366.72	3335.93	3752.52	2751.66	2599.52	2818.05
CETN2	0	0	0	0	0	0	0	0	434.179
BUD31	3670.87	3251.08	3085.44	3111.65	3437.56	3459.43	4645.27	4966.11	4835.45
NAA10	302.595	0	470.241	183.753	319.031	0	698.76	789.345	478.502
CSK	422.357	0	0	0	0	332.728	546.39	633.764	275.506
GARS1	1003.27	671.034	699.048	593.069	479.807	743.564	974.399	1503.34	835.121
IARS1	1380.11	1553.97	1400.4	1466.1	1311.94	1439.15	1237.35	1063.93	1212.54
ACTR1B	596.67	0	1070.75	681.061	2052.32	1925.79	651.018	620.028	1879.13
TMPO	2156.42	1769.67	2091.23	2463.5	2631.68	2349.85	2054.96	2427.92	1847.26
MTREX	716.428	773.774	1454.62	2084.61	5920.9	1816.49	1164.54	1104.25	1303.64
MTOR	478.801	519.554	784.707	711.52	860.214	908.959	2045.06	1009.36	921.014
PI4KA	1056.68	1189.17	706.45	1163.92	991.247	981.225	1242.1	1198.92	1034.29
EPS15	0	560.891	368.684	970.574	861.293	858.121	1069.09	553.304	557.378
RPS27	32400.7	29799.8	34927.7	41914.4	43185.9	43789.2	40704.2	40655.5	43359.6
NCAPD3	249.269	1062.43	483.611	1901.96	714.148	1258.02	1073.34	1166.58	1230.49
LRPPRC	3520.15	3147.71	3506.3	5518.15	5991.35	6196.44	4539.42	4570.16	4304.13
RPL35	26865.8	23868.2	26948.7	40015.6	42191.8	43675	23113.5	26489.5	25125.8
CDKN2A	362.829	434.113	516.532	1685.44	1288.11	459.765	903.522	1563.03	742.687
HTT	0	0	0	0	0	0	372.838	359.524	0
SLC1A3	0	0	0	308.76	603.571	518.008	415.203	520.086	0
MATR3	1622.9	2083.03	1850.71	1397.34	1223.75	1574.28	1448.85	1192.15	1532.28
MSH2	0	667.163	355.013	524.476	0	737.917	830.355	611.593	716.777
SSR1	805.727	1053.52	1004.48	1175.94	927.8	1218.95	973.628	965.563	1032
RANBP1	1071.73	0	0	1224.22	1550.17	1590.63	1140.79	1776.58	940.438
PSMC4	5492.96	4866.21	5807.88	7475.34	7286.85	7525.62	8058.09	8976.91	8567.03
CBX5	336.175	296.613	606.581	953.027	976.81	1164.28	827.057	1301.03	788.953
USP5	0	0	407.568	0	0	0	0	292.009	0
MKI67	0	0	0	0	0	442.761	0	0	0
RANGAP1	2058.39	1972.41	2587.5	2752.98	2940.9	2524.39	2662.2	2508.4	2593.63
RECQL	0	0	0	0	0	0	595.485	0	540.572
NOP2	2071.63	2089.95	2137.7	2163.18	2075.4	2211.79	2841.99	2622.98	2785.54
CRKL	867.533	677.681	536.198	936.138	651.23	877.693	1105.44	746.317	677.012
BAG6	3852.89	4013.88	3971.32	7350.65	6433.14	6835.83	5676.4	4944.91	4844.63
NSF	941.096	0	590.213	1072.58	917.366	1867.45	567.607	1013.54	842.309
BRCC3	2122.88	1824.76	1902.26	2558.19	2623.19	2398.34	1655.42	2268.38	2235.14
RPL27A	8099.78	9390.08	10409.8	26926.9	27369.4	28813.3	8238.15	8047.64	8646.05
RPL5	2052.76	1542.1	2061.7	2532.94	2502.66	2508.61	1849.15	1712.87	1953.22
RPL21	570.159	712.154	687.259	2696.35	2851.11	2964.08	556.559	143.586	141.753
RPL28	0	1363.98	0	2914.09	4020.97	0	1685.86	0	0
RPS9	14343.6	14966	15770.4	34417.5	33218.2	34927.6	12773.6	12449.9	12279
RPS5	13274.2	13439.8	12308.6	8462.66	10721.5	7932.83	11580.9	9320.68	8921.56
RPS10	103933	131069	127803	160164	168340	170019	171263	149705	160411
MAP1B	1448.25	1023.05	1511.86	718.547	1739.52	872.782	1955.9	1069.03	732.289
UTRN	0	0	0	508.503	756.091	920.295	0	0	227.915
IQGAP1	972.564	1126.89	1047.97	2156.13	2532.6	2374.13	2629.97	2423.26	2465.3
STT3A	292.316	666.487	928.2	1200.36	1519.51	1420.41	1077.35	480.974	1172.82
CAPZA2	4089.47	5035	4402.52	6195.57	6470.79	1906.45	6668.32	6022.89	6591.56
CAPZB	1823.29	1636.59	1904.82	2759.66	2958.99	2449	2680.02	2564.77	2904.98
QARS1	198.744	655.166	864.647	1050.71	1147.81	2646.99	1007.38	898.186	1095.13
RPL29	0	0	0	2929.33	2229.07	2834.25	0	0	0
UQCRFS1	393.262	0	551.369	0	0	1103.9	496.678	589.475	0
ATP5PO	975.587	1239.37	1139.92	1638.21	1590.31	1855.1	1182.48	1304.47	1279.8
ARCN1	4819.26	5458.65	4788.34	6530.33	6558.95	6441.05	6279.98	5748.33	6908.77
GCLC	1380.87	0	389.401	356.419	0	0	0	486.208	0
PSMD8	5058.61	5179.89	5329.87	8035.31	7949.88	8730.16	8661.38	8260.56	8691.52
PRRC2A	3160.3	2985.33	3390.05	2143.89	1980.47	2548.19	1724.68	1703.4	2076.93
CCT5	29529.2	31174.2	31580.9	40733.3	40527.2	40961.9	39902	40757.4	41047.2
KRT6C	0	0	0	1293.96	1043.24	1206.83	0	0	0
CSNK1A1	831.406	920.592	930.972	2602.27	1336.89	1487.08	1264.72	1247.5	1080.63
PITPNB	397.19	387.018	0	514.503	407.899	498.24	725.072	604.065	537.248
ADGRE5	108.003	0	0	0	0	0	0	0	0
MARCKSL1	0	0	0	579.698	517.517	0	0	0	0
ALDH9A1	0	0	0	0	0	0	0	0	646.723
RPL34	2289.86	1996.48	1955.28	7702.78	8468.37	8468.02	2149.18	2160.94	1752.22
LMAN1	771.474	900.87	1059.66	1687.24	1558.56	1367.17	1084.17	1109.49	1199.63
NASP	4788.39	5167.5	5502.55	7726.07	7107.11	7796.11	7535.3	8394.38	8246.57
FASN	19328.7	20310.4	19717.9	22775	26009	26115.3	24424.8	23321.4	23042.1
CCT3	57965.5	58173.3	59124.3	70192.3	76551.3	73768.1	67702.9	67963.5	68011
TUFM	2776.95	3410.74	3660.62	3043.54	3401.79	3398.48	2300.22	2737.51	2637.57
ALDH7A1	309.135	0	0	0	0	0	478.789	0	0
SRP9	3126.26	2828.54	2778.07	6265.1	6470.28	7175.4	3342.91	3479.94	3383.6
UBE2A	0	0	0	0	708.599	0	0	796.97	643.861
AARS1	376.277	367.324	398.746	0	0	0	588.334	664.16	739.273
SARS1	629.513	637.817	486.428	618.891	551.703	726.803	830.628	988.554	689.226
PRIM1	713.403	697.646	705.436	1331.47	1132.3	1189.1	1103.81	1357.12	1166.5
PRIM2	875.327	0	501.243	987.198	1310.89	1457.16	730.967	910.401	1025.04
CSNK1D;CSNK1E	798.267	851.603	1186.33	1731.82	1668.27	1606.02	1276.61	1028.24	1151.64
PSMB3	4254.43	4640.66	4483.56	8368.66	8329.43	8486.42	7298.11	7716.88	7674.77
PSMB2	7707.52	9954.65	9141.91	13678.3	12071	11739.1	12795.3	12229.3	12541.2
MCM2	6348.23	6286.16	6950.72	16850	10660.7	11612.9	10805.9	11186.2	12276.9
ACADVL	486.463	571.841	772.716	503.732	0	609.255	2367.57	645.549	682.259
VPS41	0	0	0	289.693	507.862	482.657	541.21	0	0
TMED10	0	783.15	0	1023.47	0	1031.7	155.677	894.004	910.739
RBM25	1853.76	1736.26	1887.57	2048.93	2490.59	2239.99	1952.13	1952.99	2168.61
NUMB	897.873	906.567	1025.64	1240.24	1050.73	1255.94	0	892.549	854.077
CLK3	716.443	0	0	810.957	0	803.644	0	0	0
EIF2B2	1314.91	1471.61	1549.86	2347.93	2580.84	2230.57	2137.03	2131.91	2263.6
HINT1	0	0	504.99	0	0	0	3248.07	2979.42	1673.79
NUP153	605.475	645.182	560.023	3209.39	3435.92	3099.69	1111.37	796.533	3551.76
RANBP2	1131.03	1227.8	1134.92	1592.89	2507.81	2639.68	1533.21	1316.86	1648.23
TSC2	0	0	0	0	0	401.914	420.187	536.23	0
GMPS	2275.09	0	0	0	0	0	768.683	0	0
LIG3	0	0	0	0	0	169.681	98.2984	0	0
MRE11	1604.72	1632.95	1792.97	1710.36	2047.35	1836.65	1501.37	1529.73	1493.8
IDH3A	0	671.458	766.606	934.56	803.712	1134.16	859.948	777.295	792.28
GDI2	1154.11	1458.31	1179.17	0	1255.55	1380.67	638.543	1181.09	1177.24
EMD	0	241.523	0	1030.58	801.299	713.673	367.332	180.112	220.582
SERPINH1	581.523	848.766	808.987	0	279.733	248.363	374.859	534.469	823.839
ST13	1540.53	1224.35	1347.11	1075.99	1447.55	1240.45	1825.5	1903.58	2032.57
PEX5	0	0	322.162	484.268	0	0	0	364.42	328.482
VASP	0	256.636	0	0	0	0	542.747	0	765.667
DNM2	0	534.561	130.235	1463.46	1191.91	1142.37	1423.47	1146.18	1282.72
KNTC1	995.718	641.794	1183.2	1249.24	1572.94	1321.98	657.985	1295.48	1232.9
CDK9	6094.97	5901.76	2098.8	38299.7	38188.2	40184.8	2667.18	2548.31	7755.84
LRBA	757.617	831.349	792.085	963.37	1326.11	1260.34	1246.63	1379.52	1123.35
PPT1	0	0	0	565.66	524.471	0	0	0	0
RPL14	1524.24	1722.23	1562.35	7669.86	8037.87	7811.61	1427.53	1274.06	1816.51
CCT8	44653.4	47580.2	53293	56802.6	62298.8	67417.1	60359	62531.9	62582.4
CCT4	50477.3	47971.4	57885.8	73441.4	80228.4	85424	69492.9	73326	76129
FXR1	8134.69	8305.97	9131.28	3549.59	3030.6	3671.41	2235.49	2040.73	1957.78
FXR2	2662.49	2742.23	3047.7	867.942	0	1038.77	0	0	0
RAB5C	2694.01	2792.21	3456.97	3084.47	3307.3	3193.62	3618.11	3624.88	3690.06
RAB7A	2330.2	2604.83	2969.57	2555.5	2700.65	2725.28	2699.54	3079.7	2731.71
RAB9A	1558.88	1388.79	1441.08	1485.63	1664.19	1475.02	1354.6	1436.9	1392.41
RAB13	6356.54	6346.37	6510.51	8216.32	8367.46	8205.11	9023.8	8267.58	8459.75
DAP3	0	432.315	394.485	846.412	590.334	1721.04	570.37	485.657	345.085
DNA2	0	0	0	0	0	423.185	853.871	719.911	360.242
SSR4	1249.35	1346.97	1021.74	1463.89	1371.69	1502.9	1248.65	1454.9	1211.99
BCAP31	1562.02	1946.98	2163.09	2443.24	2264.87	1807.55	1986.12	2343.52	1842
HCFC1	1273.32	1423.63	1289.73	1654.05	1348.02	1549.97	1187.12	1641.8	1395.9
IRAK1	888.639	671.093	894.338	942.098	787.261	810.42	1236.55	1110.67	801.723
ALDH3A2	628.183	411.253	919.254	1046.59	973.563	872.161	760.073	756.402	764.21
HSD17B4	1302.02	1493.24	1536.64	1363.73	1468.37	1676.6	1986.98	2069.62	2297.61
PSMD7	2523.11	2604.68	3448.65	2747.92	3062.72	3027.38	3399.99	3766.92	3677.28
USP11	0	640.599	0	2379.19	2671.81	2358.41	955.976	952.352	974.956
CLCN7	0	0	0	0	0	0	0	0	916.566
VAMP7	545.952	0	0	540.02	534.453	590.552	281.577	406.658	394.27
HDGF	539.781	434.217	0	634.356	0	614.298	0	485.169	684.267
UBE2E1;UBE2E2;UBE2E3	2183.65	2598.11	2662.71	2487.92	3261.84	2470.61	3067.61	3166.51	2907.28
NDUFA8	0	849.864	444.487	831.171	0	1149.78	0	0	0
HNRNPA3	2920.25	3000.57	3021.27	3296.8	3287.98	3425.91	1469.13	1455.35	1757.22
PGD	686.754	263.231	1236.81	648.02	751.921	789.992	1332.53	1201.36	1412.05
HNRNPM	13501.2	14784.3	16264	19757.8	18636.8	18693	14974	12659.6	14205.1
KPNA2	3094.35	3339.6	3612.43	25800.9	26356.2	26641.3	4739.68	4866.94	4605.2
NCBP2	0	0	0	423.818	0	0	0	0	0
POLR2H	596.782	386.734	418.636	0	724.038	0	278.544	290.929	492.452
POLR2J;POLR2J2;POLR2J3	0	0	0	0	0	317.047	0	313.368	0
HNRNPF	3705.06	4563.2	4391.09	4445.49	4382.51	4256.77	4296.9	3997.91	4672.27
MSH6	578.502	647.099	333.594	809.85	925.326	728.45	2119.28	961.458	629.74
KIF11	6664.99	6372.99	7397.57	7873.78	8289.34	8052.89	7537.51	7598.71	7393.51
HK2	0	0	0	0	0	279.643	0	0	0
MRPL12	0	0	174.831	654.462	899.801	2384.52	900.248	551.806	352.559
CAPZA1	1765.56	1907.49	2211.33	2725.41	2821.09	3225.57	2260.99	2874.02	2670.39
HMGA2	0	0	196.287	0	314.79	0	271.086	382.765	0
NUP98	509.878	195.602	269.405	763.245	714.319	581.314	2562.43	632.895	347.347
BLVRA	0	520.474	436.096	0	0	317.72	564.694	502.639	606.149
SLC25A1	0	0	0	0	243.909	177.991	0	0	0
NUBP1	0	0	247.771	0	463.645	251.757	0	0	0
ACLY	11883.6	11158.9	12736	14702.3	13649.5	14232.4	16901.3	13828.9	14306.5
COPB1	6841.21	7072.23	8614.73	11405.4	11425.4	11893.3	10788.2	10914.5	10727.9
COPA	7458.6	6763.31	6890.32	9029.87	9962.73	10110.6	8766.68	8310.61	8104.98
AP2S1	2304.35	2016.84	2306.05	2624.59	2833.45	2656.09	2817.29	3478.64	3064.11
POLR2K	3082.78	0	0	4087.09	0	4228.3	0	0	4686.37
SLC16A1	2418.2	1910.22	2430.03	3261.11	3367.46	3473.27	2481.28	2535.02	2465.56
SEC24C	0	0	0	0	120.063	391.905	303.304	0	324.179
SUB1	196795	205589	217383	221062	253657	240773	239297	233197	252530
CLNS1A	37228.4	39030.4	45388.9	47180.3	46257	47514.8	48515	46798.8	50566.5
RARS1	681.777	1204.38	1146.3	1712.66	1769.23	1954.08	1521.54	1740.74	1530.51
YARS1	1100.62	1197.59	1310.84	925.87	608.049	670.378	1512.05	1668.01	1709.78
PRKAG1	0	0	0	0	562.473	0	0	0	561.957
HSPA2	0	0	0	0	929.018	1048.3	0	0	464.452
BCAT1	982.316	0	0	0	0	0	319.811	0	612.807
ATP1B3	1041.52	1683.44	1703.68	2133.49	1840.65	2389.13	1923.1	1566.27	1700.36
ALDH18A1	1239.92	1583.78	1427.45	1949.4	1868.9	2098.67	1814.72	1644.22	2238.26
NAPA	442.783	0	0	0	534.373	0	567.116	373.41	444.491
EIF5	1073.45	1028.73	1827.36	1308.42	1180.41	1812.46	1382.38	1262.33	1472.58
SLC12A2	819.929	0	0	0	473.288	453.82	0	0	277.759
PSMD4	967.569	1011.86	1115.13	1370.34	1592.02	1396.26	1230.69	1870.38	1371.04
CSE1L	6712.49	7428.08	8278.43	15598.9	15592.7	15282.6	12656.4	13345.2	13521.7
VCP	20094.7	23671.5	24066.9	35941.4	37916.2	39029.9	31923.5	32372.3	33215
MFAP1	2032.85	3997.53	6436.77	5930.55	4201.12	4085.02	3964.49	7302.96	6427.26
HADHB	1772.44	1805.08	1987.71	2463.82	2543.34	2710.92	1923.41	2182.68	2701.03
MANF	1354.25	2674.71	1849.31	2713.31	2880.75	2233.59	2506.12	2864.48	2908.79
AFDN	261.631	0	0	663.753	1826.32	599.572	0	942.155	0
NAP1L1	3554.64	5020.4	4429.29	5504.33	5542.29	5605.88	5921.27	5744.41	4698.49
SEC13	976.186	1259.3	1207.98	1543.71	1580.46	1278.71	1476.39	1446.98	1096.13
SNU13	0	1470.7	1398.39	6677.4	6847.97	6450.15	1572.91	1665.63	0
NPEPPS	0	0	0	0	0	0	0	0	727.216
GFER	0	0	0	0	0	0	0	0	326.291
HNRNPH2	0	0	0	0	406.641	0	0	0	0
SUMO2;SUMO3;SUMO4	882.972	760.102	1048.49	582.646	861.267	726.546	798.66	744.572	843.733
EIF3B	21096.1	23067.2	24433.1	5737.4	5567.85	5736.5	4615.46	4691.9	4238.19
RRP1	281.736	0	385.005	728.104	422.626	371.412	330.62	215.65	112.127
MARS1	1237.3	1209.96	1213.66	1459.42	1585.86	1651.92	1185.46	1560.67	1714.59
ARPP19	0	0	0	1418.46	1291.1	1390.67	2039.3	0	0
MAZ	2001.61	2199.83	2266.67	4251.32	4682.43	4594.74	2709.2	3201.35	2904.68
AP1S2	0	0	399.081	420.913	0	366.96	519.38	557.437	361.31
ATP5ME	1080.37	912.22	944.054	2251.1	2548.78	2847.14	754.157	0	710.839
EIF6	0	0	658.079	1317.61	1438.2	1461.22	1284.36	1089.73	944.74
NDUFA6	1058.92	966.412	1270.04	1319.28	1292.21	1361.57	674.359	853.95	970.265
STX17	0	0	0	0	375.403	850.783	0	0	807.656
TMEM33	3685.63	3389.16	3573.65	4380.94	4147.08	4614.42	2836.87	2814.84	3337.7
GEMIN4	0	0	0	0	0	612.643	0	0	0
NUP107	1278.48	1225.66	1459.1	2698.91	2249.22	1895.09	1881.49	2189.75	2075.2
FBXW4	0	0	515.056	0	0	0	0	0	0
EPPK1	14937.2	14016.5	17043.8	23673.3	26092.1	8786.76	24770.1	26231.4	26442.6
YBEY	1221.78	1643.3	1662.34	8158.41	7766.58	8182.66	1905.36	2408.55	1929.08
RAB15	4072.92	3745.95	4278.9	4086.75	4905.4	4710.43	4150.82	4316.19	4673.06
ARPC4	1055.36	886.688	1114.99	1645.12	1435.26	1426.52	1364.35	1922.74	1730.2
EIF3E	33210.8	36112.2	33907.3	7519.04	7355.34	7368.11	5114.65	6232.25	6060.83
SEC61B	929.782	1089.59	1183.63	1214.18	1757.27	1326.51	1156.71	1394.99	1310.6
PPP4C	712.082	0	911.283	964.526	1083.79	1083.4	957.859	992.661	1330.12
MYL6	14625.4	14004.8	17009.5	18084.5	18415.6	18097.2	17645	18107	19362.8
EIF4A1	1791.54	40018.6	5131.9	1739.05	1386.87	1653.47	2271.33	1918.59	2194.6
RPS20	18916.8	17968.4	22743.1	29384.5	31701.5	32111.7	24624.2	25651.3	25462.4
PRPS1	0	783.094	0	590.048	695.624	0	713.697	0	706.183
