Bait	PreyGene	predicted_probability	FDR	background_flag_protein
CTNNA1	CAVIN1	0.0001	1	
CTNNA1	CAVIN3	0	1	
CTNNA1	CBL	0	1	
CTNNA1	CBLB	0.0095	1	likely background
CTNNA1	CBR1	0.0109	1	
CTNNA1	CBS	0.5374	0.350064452	likely background
CTNNA1	CBX2	0	1	
CTNNA1	CBX3	0.0002	1	likely background
CTNNA1	CBX4	0	1	
CTNNA1	CBX5	0.0486	1	
CTNNA1	CBX8	0	1	
CTNNA1	CC2D1A	0.0098	1	likely background
CTNNA1	CC2D1B	0.0001	1	
CTNNA1	CC2D2A	0.0001	1	
CTNNA1	CCAR1	0	1	
CTNNA1	CCAR2	0	1	
CTNNA1	CCDC102A	0.0002	1	likely background
CTNNA1	CCDC124	0	1	
CTNNA1	CCDC138	0	1	
CTNNA1	CCDC14	0	1	
CTNNA1	CCDC174	0	1	
CTNNA1	CCDC18	0	1	
CTNNA1	CCDC186	0.0004	1	
CTNNA1	CCDC22	0.0085	1	
CTNNA1	CCDC34	0	1	likely background
CTNNA1	CCDC43	0.0001	1	
CTNNA1	CCDC47	0	1	
CTNNA1	CCDC50	0.0362	1	
CTNNA1	CCDC57	0	1	
CTNNA1	CCDC6	0.0001	1	
CTNNA1	CCDC66	0	1	
CTNNA1	CCDC77	0	1	
CTNNA1	CCDC85C	0.0003	1	
CTNNA1	CCDC88A	0.0105	1	
CTNNA1	CCDC88C	0.7867	0.13554565	
CTNNA1	CCDC93	0	1	
CTNNA1	CCDC97	0	1	
CTNNA1	CCHCR1	0	1	
CTNNA1	CCNA2	0	1	
CTNNA1	CCNB1	0.487	0.466559567	likely background
CTNNA1	CCNB2	0	1	
CTNNA1	CCNE2	0	1	
CTNNA1	CCNK	0	1	
CTNNA1	CCNT1	0	1	
CTNNA1	CCP110	0.0001	1	
CTNNA1	CCSER2	0	1	
CTNNA1	CCT2	0.0088	1	
CTNNA1	CCT3	0.5621	0.284945586	likely background
CTNNA1	CCT4	0.474	0.4930457	likely background
CTNNA1	CCT5	0.5397	0.350064452	likely background
CTNNA1	CCT6A	0.507	0.389731744	likely background
CTNNA1	CCT7	0.68	0.160118577	
CTNNA1	CCT8	0	1	
CTNNA1	CCZ1;CCZ1B	0.4576	0.535362423	
CTNNA1	CD2AP	0.0001	1	likely background
CTNNA1	CD2BP2	0	1	
CTNNA1	CD44	0.384	0.601195825	
CTNNA1	CDA	0.371	0.612462856	likely background
CTNNA1	CDC123	0.0001	1	likely background
CTNNA1	CDC16	0.0001	1	likely background
CTNNA1	CDC20	0	1	
CTNNA1	CDC23	0	1	
CTNNA1	CDC25B	0	1	
CTNNA1	CDC25C	0.6807	0.160118577	
CTNNA1	CDC27	0.0001	1	
CTNNA1	CDC37	0.0003	1	likely background
CTNNA1	CDC37L1	0	1	likely background
CTNNA1	CDC40	0	1	
CTNNA1	CDC42BPA	0.6911	0.160118577	
CTNNA1	CDC42BPB	0.0002	1	
CTNNA1	CDC42BPG	0	1	
CTNNA1	CDC42EP1	0.0083	1	
CTNNA1	CDC42EP2	0.0102	1	likely background
CTNNA1	CDC42EP3	0.0001	1	
CTNNA1	CDC42EP4	0	1	
CTNNA1	CDC45	0	1	
CTNNA1	CDC5L	0	1	
CTNNA1	CDC6	0	1	
CTNNA1	CDC7	0	1	
CTNNA1	CDC73	0.0001	1	
CTNNA1	CDCA2	0	1	
CTNNA1	CDCA5	0.0001	1	
CTNNA1	CDCA7L	0.0001	1	
CTNNA1	CDCA8	0.0001	1	likely background
CTNNA1	CDH2	0.71	0.160118577	
CTNNA1	CDIPT	0.0004	1	likely background
CTNNA1	CDK1	0.0568	1	likely background
CTNNA1	CDK11A	0	1	
CTNNA1	CDK11B	0	1	
CTNNA1	CDK12	0	1	
CTNNA1	CDK13	0	1	
CTNNA1	CDK16	0	1	
CTNNA1	CDK17	0.0448	1	
CTNNA1	CDK2	0.0066	1	
CTNNA1	CDK4	0.046	1	
CTNNA1	CDK5	0.0002	1	
CTNNA1	CDK5RAP1	0.0161	1	
CTNNA1	CDK5RAP2	0.0096	1	
CTNNA1	CDK5RAP3	0	1	
CTNNA1	CDK6	0.6717	0.163317916	
CTNNA1	CDK7	0	1	
CTNNA1	CDK9	0	1	
CTNNA1	CDKAL1	0.0001	1	likely background
CTNNA1	CDKL5	0	1	
CTNNA1	CDKN2A	0.0055	1	likely background
CTNNA1	CDKN2AIP	0	1	
CTNNA1	CDR2	0.0001	1	
CTNNA1	CDR2L	0	1	
CTNNA1	CDSN	0.0429	1	
CTNNA1	CDT1	0	1	
CTNNA1	CDV3	0.0001	1	likely background
CTNNA1	CDYL	0	1	
CTNNA1	CEBPB	0.0001	1	
CTNNA1	CEBPZ	0	1	
CTNNA1	CELF1	0.0001	1	
CTNNA1	CEMIP2	0.7154	0.158189916	
CTNNA1	CENPC	0	1	
CTNNA1	CENPE	0.0001	1	
CTNNA1	CENPF	0.6844	0.160118577	
CTNNA1	CENPH	0	1	
CTNNA1	CENPI	0	1	
CTNNA1	CENPK	0	1	
CTNNA1	CENPM	0	1	
CTNNA1	CENPT	0	1	
CTNNA1	CEP104	0	1	
CTNNA1	CEP120	0	1	
CTNNA1	CEP128	0	1	
CTNNA1	CEP131	0.0001	1	
CTNNA1	CEP135	0	1	
CTNNA1	CEP152	0.5647	0.277585465	
CTNNA1	CEP162	0	1	
CTNNA1	CEP164	0	1	
CTNNA1	CEP170	0.0047	1	likely background
CTNNA1	CEP170B	0	1	
CTNNA1	CEP192	0.0001	1	
CTNNA1	CEP250	0	1	
CTNNA1	CEP290	0	1	
CTNNA1	CEP295	0	1	
CTNNA1	CEP350	0.6489	0.181369806	likely background
CTNNA1	CEP41	0	1	
CTNNA1	CEP43	0.0069	1	
CTNNA1	CEP44	0.0056	1	likely background
CTNNA1	CEP55	0	1	
CTNNA1	CEP57	0	1	
CTNNA1	CEP68	0	1	
CTNNA1	CEP72	0.0001	1	
CTNNA1	CEP76	0	1	
CTNNA1	CEP78	0	1	
CTNNA1	CEP85	0.0001	1	
CTNNA1	CEP85L	0	1	
CTNNA1	CEP89	0.6723	0.163317916	
CTNNA1	CEP95	0	1	
CTNNA1	CEP97	0.0062	1	
CTNNA1	CERS2	0	1	
CTNNA1	CETN2	0	1	
CTNNA1	CFAP20	0	1	
CTNNA1	CFAP298	0	1	
CTNNA1	CFAP97	0	1	
CTNNA1	CFDP1	0	1	
CTNNA1	CFL1	0.7121	0.159337398	likely background
CTNNA1	CGAS	0	1	
CTNNA1	CGN	0	1	
CTNNA1	CGNL1	0	1	
CTNNA1	CHAF1A	0	1	
CTNNA1	CHAF1B	0	1	
CTNNA1	CHAMP1	0	1	
CTNNA1	CHD1	0	1	
CTNNA1	CHD1L	0	1	
CTNNA1	CHD2	0	1	
CTNNA1	CHD3	0.0001	1	
CTNNA1	CHD4	0.0001	1	
CTNNA1	CHD6	0	1	
CTNNA1	CHD7	0	1	
CTNNA1	CHD8	0	1	
CTNNA1	CHD9	0	1	
CTNNA1	CHEK1	0.0001	1	
CTNNA1	CHERP	0	1	
CTNNA1	CHLSN	0	1	
CTNNA1	CHML	0.0097	1	likely background
CTNNA1	CHMP1A	0	1	
CTNNA1	CHMP2B	0	1	likely background
CTNNA1	CHMP4B	0.0001	1	
CTNNA1	CHMP5	0.0001	1	likely background
CTNNA1	CHMP7	0.0004	1	
CTNNA1	CHORDC1	0.0001	1	
CTNNA1	CHTF18	0	1	
CTNNA1	CHUK	0	1	
CTNNA1	CIAO2A	0	1	
CTNNA1	CIAO3	0.5114	0.380093476	likely background
CTNNA1	CIAPIN1	0.0047	1	
CTNNA1	CIC	0	1	
CTNNA1	CIP2A	0.4914	0.45412777	
CTNNA1	CISD1	0.0001	1	likely background
CTNNA1	CISD2	0.0001	1	
CTNNA1	CIT	0.0657	1	
CTNNA1	CIZ1	0	1	
CTNNA1	CKAP2	0.0001	1	
CTNNA1	CKAP2L	0	1	
CTNNA1	CKAP4	0.0066	1	likely background
CTNNA1	CKAP5	0.5594	0.295490905	likely background
CTNNA1	CLASP1	0.5622	0.284422374	
CTNNA1	CLASP2	0.0004	1	
CTNNA1	CLASRP	0	1	
CTNNA1	CLCC1	0.0666	1	
CTNNA1	CLCN7	0	1	
CTNNA1	CLEC16A	0.0002	1	
CTNNA1	CLIC1	0.0429	1	
CTNNA1	CLIC4	0.5296	0.356631124	
CTNNA1	CLINT1	0.0001	1	likely background
CTNNA1	CLIP1	0.603	0.219123399	
CTNNA1	CLIP4	0	1	
CTNNA1	CLK2	0	1	
CTNNA1	CLMN	0.0657	1	
CTNNA1	CLN6	0.0004	1	
CTNNA1	CLNS1A	0.0001	1	likely background
CTNNA1	CLOCK	0	1	
CTNNA1	CLP1	0	1	
CTNNA1	CLPB	0.0448	1	
CTNNA1	CLPTM1L	0.0001	1	likely background
CTNNA1	CLPX	0.0564	1	
CTNNA1	CLSPN	0	1	
CTNNA1	CLTC	0.5056	0.391717776	likely background
CTNNA1	CLU	0	1	
CTNNA1	CLUH	0.0109	1	
CTNNA1	CMBL	0.5344	0.350064452	
CTNNA1	CMIP	0	1	
CTNNA1	CMPK1	0.0033	1	
CTNNA1	CMTR1	0.0001	1	
CTNNA1	CNDP2	0.0005	1	
CTNNA1	CNN2	0.0018	1	likely background
CTNNA1	CNN3	0.0001	1	
CTNNA1	CNNM3	0	1	
CTNNA1	CNOT1	0.0033	1	
CTNNA1	CNOT10	0	1	
CTNNA1	CNOT11	0	1	
CTNNA1	CNOT2	0	1	
CTNNA1	CNOT3	0.0001	1	
CTNNA1	CNOT4	0	1	
CTNNA1	CNOT6L	0.0001	1	
CTNNA1	CNOT8	0.0001	1	
CTNNA1	CNOT9	0.0001	1	
CTNNA1	CNP	0.0062	1	
CTNNA1	CNTLN	0	1	
CTNNA1	CNTNAP1	0.5251	0.365557441	
CTNNA1	CNTRL	0	1	
CTNNA1	CNTROB	0	1	
CTNNA1	COASY	0.0658	1	
CTNNA1	COBL	0.5012	0.403695521	
CTNNA1	COBLL1	0.0056	1	
CTNNA1	COG1	0.0083	1	
CTNNA1	COG2	0.0001	1	
CTNNA1	COG3	0	1	
CTNNA1	COG4	0.0001	1	
CTNNA1	COG5	0	1	
CTNNA1	COG7	0	1	
CTNNA1	COG8	0	1	
CTNNA1	COIL	0.0003	1	
CTNNA1	COL12A1	0.0001	1	
CTNNA1	COL1A1	0	1	
CTNNA1	COL3A1	0	1	
CTNNA1	COMMD10	0.0669	1	likely background
CTNNA1	COMMD2	0	1	
CTNNA1	COMMD3	0	1	
CTNNA1	COMMD4	0	1	
CTNNA1	COMMD8	0	1	likely background
CTNNA1	COMMD9	0	1	
CTNNA1	COMT	0.6727	0.163317916	
CTNNA1	COPA	0.4503	0.542065549	likely background
CTNNA1	COPB1	0.3636	0.62436962	
CTNNA1	COPB2	0.0001	1	
CTNNA1	COPG1	0.3668	0.619891083	
CTNNA1	COPG2	0.0002	1	
CTNNA1	COPS2	0.0002	1	
CTNNA1	COPS3	0.0459	1	
CTNNA1	COPS4	0.5594	0.295490905	
CTNNA1	COPS5	0	1	
CTNNA1	COPS6	0	1	
CTNNA1	COPS8	0	1	
CTNNA1	COPZ1	0.0001	1	likely background
CTNNA1	COQ6	0.533	0.351929379	
CTNNA1	CORO1B	0.0001	1	
CTNNA1	CORO1C	0.0001	1	
CTNNA1	CORO2A	0	1	
CTNNA1	CORO7	0.0002	1	
CTNNA1	COTL1	0.6427	0.186834791	
CTNNA1	COX5B	0	1	
CTNNA1	CP	0	1	
CTNNA1	CPAP	0	1	
CTNNA1	CPEB4	0	1	
CTNNA1	CPLANE1	0	1	
CTNNA1	CPNE1	0.5315	0.353298584	likely background
CTNNA1	CPNE3	0.5308	0.354259952	likely background
CTNNA1	CPNE7	0.5603	0.290735586	
CTNNA1	CPNE8	0.0001	1	
CTNNA1	CPOX	0.4958	0.439740055	likely background
CTNNA1	CPPED1	0.4752	0.490947488	likely background
CTNNA1	CPS1	0.0568	1	
CTNNA1	CPSF1	0	1	
CTNNA1	CPSF2	0	1	
CTNNA1	CPSF3	0.0034	1	likely background
CTNNA1	CPSF6	0	1	
CTNNA1	CPSF7	0	1	
CTNNA1	CPT1A	0.0077	1	
CTNNA1	CRACD	0	1	
CTNNA1	CRAMP1	0	1	
CTNNA1	CRCP	0.0562	1	
CTNNA1	CREB1	0	1	
CTNNA1	CREB3L1	0	1	
CTNNA1	CREBBP	0	1	
CTNNA1	CRIP2	0.0001	1	
CTNNA1	CRKL	0.6622	0.168903557	likely background
CTNNA1	CRNKL1	0	1	
CTNNA1	CRNN	0	1	
CTNNA1	CROCC	0	1	
CTNNA1	CRTAP	0.5552	0.314252829	
CTNNA1	CRTC1	0	1	
CTNNA1	CRTC3	0	1	
CTNNA1	CRYBG1	0.0002	1	
CTNNA1	CRYBG3	0.5795	0.247562916	
CTNNA1	CS	0.4943	0.444572423	likely background
CTNNA1	CSDE1	0.004	1	likely background
CTNNA1	CSE1L	0.5797	0.247313999	likely background
CTNNA1	CSK	0.0096	1	
CTNNA1	CSNK1A1	0.0002	1	
CTNNA1	CSNK1D	0.0001	1	
CTNNA1	CSNK2A2	0	1	
CTNNA1	CSNK2B	0	1	
CTNNA1	CSPG4	0.7154	0.158189916	
CTNNA1	CSPP1	0	1	
CTNNA1	CSRP1	0	1	likely background
CTNNA1	CSRP2	0.0054	1	likely background
CTNNA1	CSTA	0	1	
CTNNA1	CSTB	0.6808	0.160118577	likely background
CTNNA1	CSTF1	0.0448	1	
CTNNA1	CSTF2	0	1	
CTNNA1	CSTF2T	0.0047	1	
CTNNA1	CSTF3	0	1	
CTNNA1	CSTPP1	0.0002	1	likely background
CTNNA1	CT83	0	1	
CTNNA1	CTBP2	0.5112	0.380093476	
CTNNA1	CTDP1	0	1	
CTNNA1	CTIF	0.0001	1	
CTNNA1	CTNNB1	0.9814	0	
CTNNA1	CTNND1	0.9929	0	
CTNNA1	CTPS1	0.0098	1	likely background
CTNNA1	CTR9	0	1	
CTNNA1	CTSD	0.0002	1	
CTNNA1	CTSG	0	1	
CTNNA1	CTSZ	0.5168	0.380047237	likely background
CTNNA1	CTTN	0.0001	1	
CTNNA1	CTTNBP2	0	1	
CTNNA1	CTTNBP2NL	0.0001	1	
CTNNA1	CTU1	0	1	
CTNNA1	CTU2	0.0019	1	likely background
CTNNA1	CUEDC2	0	1	likely background
CTNNA1	CUL1	0.5612	0.286954087	
CTNNA1	CUL2	0	1	
CTNNA1	CUL3	0	1	
CTNNA1	CUL4A	0.0429	1	
CTNNA1	CUL4B	0.0107	1	
CTNNA1	CUL7	0	1	
CTNNA1	CUSTOS	0.68	0.160118577	
CTNNA1	CUX1	0.0001	1	
CTNNA1	CWC22	0	1	
CTNNA1	CWC25	0	1	
CTNNA1	CWC27	0	1	
CTNNA1	CWF19L1	0.0002	1	
CTNNA1	CWF19L2	0	1	
CTNNA1	CXADR	0	1	
CTNNA1	CXXC5	0	1	
CTNNA1	CYB5A	0	1	
CTNNA1	CYB5B	0.0001	1	likely background
CTNNA1	CYFIP1	0.8316	0.062243286	likely background
CTNNA1	CYLD	0.0001	1	likely background
CTNNA1	CYP51A1	0	1	
CTNNA1	CYRIB	0.0486	1	likely background
CTNNA1	CYTH1	0	1	
CTNNA1	CYTH2	0	1	
CTNNA1	CYTH3	0	1	
CTNNA1	DAAM1	0.3693	0.615891503	
CTNNA1	DAB2	0.0001	1	
CTNNA1	DAB2IP	0.0096	1	
CTNNA1	DAP3	0.5871	0.236346916	likely background
CTNNA1	DAPK1	0.6807	0.160118577	
CTNNA1	DAPK3	0	1	
CTNNA1	DARS1	0.542	0.350064452	
CTNNA1	DARS2	0.5111	0.380093476	likely background
CTNNA1	DAXX	0	1	
CTNNA1	DAZAP1	0.0031	1	
CTNNA1	DBN1	0.7079	0.160118577	
CTNNA1	DBNL	0.0002	1	
CTNNA1	DBR1	0	1	
CTNNA1	DBT	0	1	
CTNNA1	DCAF1	0.0001	1	
CTNNA1	DCAF13	0	1	
CTNNA1	DCAF15	0	1	
CTNNA1	DCAF7	0.7484	0.145427168	
CTNNA1	DCBLD1	0	1	
CTNNA1	DCD	0	1	
CTNNA1	DCLK1	0.0061	1	likely background
CTNNA1	DCLRE1A	0.0001	1	
CTNNA1	DCP1A	0.0001	1	
CTNNA1	DCP1B	0.0002	1	
CTNNA1	DCTD	0.0001	1	likely background
CTNNA1	DCTN1	0.4649	0.524424717	likely background
CTNNA1	DCTN2	0.0001	1	
CTNNA1	DCTN4	0	1	
CTNNA1	DCTPP1	0.0086	1	likely background
CTNNA1	DCUN1D5	0	1	
CTNNA1	DDB1	0.0002	1	
CTNNA1	DDB2	0	1	
CTNNA1	DDHD1	0.0001	1	
CTNNA1	DDHD2	0	1	
CTNNA1	DDOST	0.6588	0.171358096	
CTNNA1	DDX1	0.0001	1	
CTNNA1	DDX10	0	1	
CTNNA1	DDX11	0	1	
CTNNA1	DDX11L8	0	1	
CTNNA1	DDX17	0.4007	0.586051845	likely background
CTNNA1	DDX18	0.0001	1	
CTNNA1	DDX19B	0	1	
CTNNA1	DDX20	0.2463	1	
CTNNA1	DDX21	0.677	0.160513141	
CTNNA1	DDX23	0.0243	1	
CTNNA1	DDX24	0	1	
CTNNA1	DDX27	0	1	
CTNNA1	DDX31	0.0001	1	
CTNNA1	DDX39A	0.0002	1	likely background
CTNNA1	DDX39B	0.0046	1	
CTNNA1	DDX3X	0.7527	0.143553769	likely background
CTNNA1	DDX41	0	1	
CTNNA1	DDX42	0	1	
CTNNA1	DDX46	0	1	
CTNNA1	DDX47	0.3991	0.587107857	likely background
CTNNA1	DDX49	0.0014	1	
CTNNA1	DDX5	0.0001	1	likely background
CTNNA1	DDX50	0.0001	1	
CTNNA1	DDX51	0	1	
CTNNA1	DDX52	0.0001	1	
CTNNA1	DDX54	0.0566	1	
CTNNA1	DDX55	0	1	
CTNNA1	DDX56	0	1	
CTNNA1	DDX59	0	1	
CTNNA1	DDX6	0.0001	1	
CTNNA1	DDX60	0	1	
CTNNA1	DDX60L	0.0001	1	
CTNNA1	DECR1	0.3859	0.599685415	
CTNNA1	DECR2	0	1	
CTNNA1	DEGS1	0	1	
CTNNA1	DEK	0.0494	1	
CTNNA1	DENND1A	0	1	
CTNNA1	DENND2B	0.0078	1	
CTNNA1	DENND3	0	1	
CTNNA1	DENND4A	0.0001	1	
CTNNA1	DENND4C	0.0102	1	
CTNNA1	DENND5B	0	1	
CTNNA1	DENND6A	0	1	
CTNNA1	DEPDC7	0.654	0.176609527	likely background
CTNNA1	DERL1	0.0001	1	likely background
CTNNA1	DFFA	0	1	
CTNNA1	DGCR8	0	1	
CTNNA1	DGKA	0	1	
CTNNA1	DGKE	0	1	
CTNNA1	DGKZ	0	1	
CTNNA1	DGUOK	0	1	
CTNNA1	DHCR24	0.6234	0.203923259	
CTNNA1	DHCR7	0.0001	1	likely background
CTNNA1	DHFR	0.0078	1	
CTNNA1	DHPS	0	1	
CTNNA1	DHRS3	0.0429	1	
CTNNA1	DHX15	0.6726	0.163317916	likely background
CTNNA1	DHX16	0	1	
CTNNA1	DHX29	0.0003	1	
CTNNA1	DHX30	0.0101	1	
CTNNA1	DHX32	0.685	0.160118577	
CTNNA1	DHX33	0	1	
CTNNA1	DHX34	0	1	
CTNNA1	DHX35	0	1	
CTNNA1	DHX36	0.0484	1	likely background
CTNNA1	DHX37	0.0362	1	
CTNNA1	DHX38	0	1	
CTNNA1	DHX40	0	1	
CTNNA1	DHX57	0.0002	1	
CTNNA1	DHX8	0	1	
CTNNA1	DHX9	0.0103	1	likely background
CTNNA1	DIAPH1	0.0002	1	
CTNNA1	DIAPH2	0.0573	1	
CTNNA1	DIAPH3	0.0484	1	likely background
CTNNA1	DICER1	0.0002	1	
CTNNA1	DIDO1	0	1	
CTNNA1	DIMT1	0.5098	0.381936017	
CTNNA1	DIP2A	0	1	
CTNNA1	DIP2B	0.0002	1	
CTNNA1	DIS3	0.0002	1	
CTNNA1	DIS3L2	0	1	
CTNNA1	DIXDC1	0	1	
CTNNA1	DKC1	0.0001	1	
CTNNA1	DLAT	0	1	
CTNNA1	DLD	0	1	
CTNNA1	DLG1	0.0481	1	
CTNNA1	DLG3	0	1	
CTNNA1	DLG5	0.9551	0.001113586	
CTNNA1	DLGAP5	0.0097	1	
CTNNA1	DLST	0	1	
CTNNA1	DLX1	0	1	
CTNNA1	DMAP1	0	1	
CTNNA1	DMBT1	0	1	
CTNNA1	DMD	0.0077	1	
CTNNA1	DMXL1	0.0061	1	
CTNNA1	DMXL2	0.0004	1	
CTNNA1	DNAAF2	0.0004	1	
CTNNA1	DNAAF5	0.0001	1	
CTNNA1	DNAH8	0.6962	0.160118577	
CTNNA1	DNAJA1	0.0658	1	
CTNNA1	DNAJB1	0.0001	1	
CTNNA1	DNAJB12	0	1	
CTNNA1	DNAJB4	0.0096	1	
CTNNA1	DNAJC1	0	1	
CTNNA1	DNAJC10	0.6734	0.163317916	
CTNNA1	DNAJC11	0	1	
CTNNA1	DNAJC12	0.0001	1	likely background
CTNNA1	DNAJC13	0.6031	0.219123399	likely background
CTNNA1	DNAJC16	0	1	
CTNNA1	DNAJC17	0	1	
CTNNA1	DNAJC2	0	1	
CTNNA1	DNAJC21	0.0001	1	likely background
CTNNA1	DNAJC6	0	1	
CTNNA1	DNAJC7	0.5577	0.304567242	likely background
CTNNA1	DNAJC9	0.0015	1	
CTNNA1	DNM1L	0.0001	1	
CTNNA1	DNM2	0.0083	1	
CTNNA1	DNMBP	0.0001	1	
CTNNA1	DNMT1	0.0001	1	
CTNNA1	DNMT3A	0	1	
CTNNA1	DNPEP	0.5369	0.350064452	
CTNNA1	DNTTIP1	0	1	
CTNNA1	DNTTIP2	0	1	
CTNNA1	DOCK1	0.0568	1	
CTNNA1	DOCK10	0.0004	1	
CTNNA1	DOCK11	0.0568	1	
CTNNA1	DOCK2	0	1	
CTNNA1	DOCK4	0	1	
CTNNA1	DOCK5	0.0001	1	
CTNNA1	DOCK6	0	1	
CTNNA1	DOCK7	0.0199	1	likely background
CTNNA1	DOCK9	0.0439	1	
CTNNA1	DOHH	0.6804	0.160118577	
CTNNA1	DOK1	0.6794	0.160118577	
CTNNA1	DOLK	0	1	
CTNNA1	DONSON	0	1	
CTNNA1	DOP1A	0	1	
CTNNA1	DOT1L	0	1	
CTNNA1	DPH7	0	1	
CTNNA1	DPM1	0	1	
CTNNA1	DPP9	0	1	
CTNNA1	DPY19L1	0	1	
CTNNA1	DPYD	0.0001	1	
CTNNA1	DPYSL2	0.5045	0.392445328	likely background
CTNNA1	DPYSL3	0.3661	0.620788507	likely background
CTNNA1	DRG1	0.0692	1	likely background
CTNNA1	DRG2	0.0097	1	
CTNNA1	DROSHA	0.0001	1	
CTNNA1	DSC1	0.0098	1	
CTNNA1	DSC3	0	1	
CTNNA1	DSG1	0.5073	0.386766407	
CTNNA1	DSG2	0.5816	0.244590417	
CTNNA1	DSG4	0	1	
CTNNA1	DSN1	0	1	
CTNNA1	DSP	0.559	0.296640472	
CTNNA1	DST	0.4903	0.45717169	
CTNNA1	DSTN	0.0017	1	likely background
CTNNA1	DTL	0	1	
CTNNA1	DTX3L	0	1	
CTNNA1	DUS1L	0	1	
CTNNA1	DUS2	0.0362	1	
CTNNA1	DUS3L	0.0448	1	
CTNNA1	DUSP12	0	1	
CTNNA1	DUT	0.562	0.285207792	likely background
